---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wzirtmjwdb#序52000
功盖三分国	gsglsjffgogk#序52000
名成八阵图	myigbavftuxk#序52000
江流石不转	jdlquibuvrdi#序52000
遣恨失吞吴	qmhfuitpwuzk#序52000
苍苍竹林寺	chchvulnsict#序52000
杳杳钟声晚	ykykvsugwjmo#序52000
荷笠带斜阳	helidlxxyhce#序52000
青山独归远	qyujdugvyrfz#序52000
泠泠七弦上	lylyqixmuhdl#序52000
静听松风寒	jytyssfghjfb#序52000
古调虽自爱	gudcsvziaiup#序52000
今人多不弹	jnrfdobudjrg#序52000
孤云将野鹤	guypjdyehezd#序52000
岂向人间住	qixdrfjmvuer#序52000
莫买沃洲山	momlwovbujcl#序52000
时人已知处	uirfyiviiuow#序52000
怀君属秋夜	hyjpuuqqyexw#序52000
散步咏凉天	sjbuysldtmca#序52000
空山松子落	ksujsszilobc#序52000
幽人应未眠	ybrfyywzmmeo#序52000
鸣筝金粟柱	myvgjnsuvukm#序52000
素手玉房前	suubyufhqmfb#序52000
欲得周郎顾	yudevblhgubi#序52000
时时误拂弦	uiuiwufuxmog#序52000
三日入厨下	sjriruiuxwaa#序52000
洗手作羹汤	xiubzoggthdd#序52000
未谙姑食性	wzanguuixyax#序52000
先遣小姑尝	xmqmxcguihnx#序52000
昨夜裙带解	zoyeqpdljxod#序52000
今朝蟢子飞	jnvkxizifzrv#序52000
铅华不可弃	qmhwbukeqijw#序52000
莫是藁砧归	mouigkvfgvcl#序52000
寥落古行宫	lcloguxygsbb#序52000
宫花寂寞红	gshwjimohsbs#序52000
白头宫女在	bltbgsnvzlpu#序52000
闲坐说玄宗	xmzouoxrzsmb#序52000
绿蚁新醅酒	lvyixnpzjqsd#序52000
红泥小火炉	hsnixcholush#序52000
晚来天欲雪	wjlltmyuxtoy#序52000
能饮一杯无	ngynyibzwusa#序52000
故国三千里	gugosjqmliul#序52000
深宫二十年	ufgseruinmdp#序52000
一声何满子	yiughemjziav#序52000
双泪落君前	udlzlojpqmyb#序52000
向晚意不适	xdwjyibuuipz#序52000
只是近黄昏	viuijnhdhpku#序52000
寻隐者不遇	xpynvebuyuez#序52000
松下问童子	ssxwwftszimv#序52000
只在此山中	vizlciujvskl#序52000
云深不知处	ypufbuviiuew#序52000
岭外音书绝	lywlynuujtes#序52000
经冬复立春	jydsfuliipsf#序52000
不敢问来人	bugjwfllrfap#序52000
打起黄莺儿	daqihdyyerfp#序52000
莫教枝上啼	mojcviuhtick#序52000
啼时惊妾梦	tiuijyqxmgkm#序52000
不得到辽西	budedklcxiaa#序52000
北斗七星高	bzdbqixygklw#序52000
哥舒夜带刀	geuuyedldkav#序52000
哥舒夜带刀	geuuyedldkdv#序52000
至今窥牧马	vijnkvmumaav#序52000
不敢过临洮	bugjgolntkad#序52000
君家何处住	jpjwheiuvuyr#序52000
妾住在横塘	qxvuzlhgthlt#序52000
停船暂借问	tyirzjjxwfrm#序52000
或恐是同乡	hoksuitsxdgv#序52000
家临九江水	jwlnjqjduvbl#序52000
来去九江侧	llqujqjdcear#序52000
同是长干人	tsuivhgjrfkp#序52000
生小不相识	ugxcbuxduipy#序52000
玉阶生白露	yujxugblluwy#序52000
夜久侵罗袜	yejqqnlowawp#序52000
却下水晶帘	qtxwuvjylmtb#序52000
玲珑望秋月	lylswhqqytwk#序52000
鹫翎金仆姑	jqlyjnpuguwn#序52000
燕尾绣蝥弧	yjwzxqmkhung#序52000
独立扬新令	duliyhxnlyqr#序52000
千营共一呼	qmyygsyihupk#序52000
林暗草惊风	lnanckjyfgmj#序52000
将军夜引弓	jdjpyeyngsdv#序52000
平明寻白羽	pymyxpblyuax#序52000
没在石棱中	mzzluilgvsdl#序52000
野幕蔽琼筵	yemubiqsyjlv#序52000
羌戎贺劳旋	qdrshelkxryf#序52000
醉和金甲舞	zvhejnjwwuyp#序52000
雷鼓动山川	lzgudsujiryp#序52000
嫁得瞿塘贾	jwdequthjwnx#序52000
朝朝误妾期	ikikwuqxqiuq#序52000
早知潮有信	zkviikybxnor#序52000
嫁与弄潮儿	jwyunsikernp#序52000
早发白帝城	zkfabldiigot#序52000
寄令狐郎中	jilyhulhvsbl#序52000
宿王昌龄隐居	suwhihlyynjubu#序52000
岂力能制敌欤	qilingvidiyuey#序52000
念天地之悠悠	nmtmdiviybybrr#序52000
独怆然而泪下	duidrjerlzxwqa#序52000
四郊秋叶摵摵	sijcqqyeueue#序52000
夜归鹿门山歌	yegvlumfujgewa#序52000
云青青兮欲雨	ypqyqyxiyuyuea#序52000
水澹澹兮生烟	uvdjdjxiugyjlh#序52000
忽魂悸以魄动	huhpjiyipodswe#序52000
恍惊起而长嗟	hdjyqiervhjxxk#序52000
惟觉时之枕席	wzjtuivivfxixg#序52000
失向来之烟霞	uixdllviyjxwpy#序52000
金陵酒肆留别	jnlyjqsilqbxrk#序52000
石鱼湖上醉歌	uiyuhuuhzvgeaa#序52000
乃作歌以长之	nlzogeyivhvivd#序52000
嗟尔远道之人	jxeryrdkvirfkp#序52000
题大庾岭北驿	tidayulybzyiom#序52000
破山寺后禅院	poujsihbijyrue#序52000
寄左省杜拾遗	jizougduuiyibz#序52000
听蜀僧浚弹琴	tyuusgjptjqnkw#序52000
夜泊牛渚怀古	yeponqvuhyguwu#序52000
送梓州李使君	sszivbliuijpzy#序52000
与诸子登岘山	yuvuzidgxmujal#序52000
宴梅道士山房	yjmzdkuiujfhbh#序52000
早寒江上有怀	zkhjjduhybhyox#序52000
寻陆鸿渐不遇	xpluhsjmbuyuez#序52000
登金陵凤凰台	dgjnlyfghdtlvs#序52000
积雨辋川庄作	jiyuwhirvdzohr#序52000
长沙过贾谊宅	ihuagojwyivlpb#序52000
赠阙下裴舍人	zgqtxwpzuerfkp#序52000
秋夜寄邱员外	qqyejiqqyrwlhx#序52000
芙蓉楼送辛渐	furslbssxnjmcd#序52000
江南逢李龟年	jdnjfgligvnmdp#序52000
近试上张水部	jnuiuhvhuvbuzl#序52000
秋登兰山寄张五	qqdgljujjivhwuha#序52000
夏日南亭怀辛大	xwrinjtyhyxndaau#序52000
寻西山隐者不遇	xpxiujynvebuyuez#序52000
贼又攻永州破邵	zzybgsysvbpoukkd#序52000
盖蒙其伤怜而已	glmgqiuhlmeryiyv#序52000
寄全椒山中道士	jiqrjcujvsdkuibu#序52000
黄云陇底白云飞	hdyplsdiblypfzcv#序52000
未得报恩不能归	wzdebkenbunggval#序52000
辽东小妇年十五	lcdsxcfunmuiwuza#序52000
惯弹琵琶解歌舞	grdjpipajxgewuxp#序52000
今为羌笛出塞声	jnwzqddiiuslugru#序52000
使我三军泪如雨	uiwosjjplzruyura#序52000
四月南风大麦黄	siytnjfgdamlhdkc#序52000
枣花未落桐叶长	zkhwwzlotsyevhap#序52000
青山朝别暮还见	qyujikbxmuhljmfk#序52000
嘶马出门思旧乡	simaiumfsijqxdkv#序52000
陈侯立身何坦荡	ifhbliufhetjdhec#序52000
虬须虎眉仍大颡	qqxuhumzrgdashiy#序52000
腹中贮书一万卷	fuvsvuuuyiwjjroj#序52000
不肯低头在草莽	bukfditbzlckmhac#序52000
东门沽酒饮我曹	dsmfgujqynwockaa#序52000
心轻万事皆鸿毛	xnqywjuijxhsmkdp#序52000
醉卧不知白日暮	zvwobuviblrimuyc#序52000
有时空望孤云高	ybuikswhguypgkuw#序52000
长河浪头连天黑	ihhelhtblmtmhzpl#序52000
津口停舟渡不得	jnkbtyvbdubudedi#序52000
郑国游人未及家	vggoybrfwzjijwbb#序52000
洛阳行子空叹息	loyhxyzikstjxidz#序52000
闻道故林相识多	wfdkgulnxduidomx#序52000
罢官昨日今如何	bagrzorijnruhesr#序52000
主人有酒欢今夕	vurfybjqhrjnxidp#序52000
请奏鸣琴广陵客	qyzbmyqngdlykeyb#序52000
月照城头乌半飞	ytvkigtbwubjfzkv#序52000
霜凄万树风入衣	udqiwjuufgruyiyw#序52000
铜炉华烛烛增辉	tsluhwvuvuzghvjx#序52000
初弹渌水后楚妃	iudjluuvhbiufzpn#序52000
一声已动物皆静	yiugyidswujxjyaf#序52000
四座无言星欲稀	sizowuyjxyyuxikh#序52000
清淮奉使千余里	qyhyfguiqmyulidl#序52000
敢告云山从此始	gjgkypujcsciuivn#序52000
蔡女昔造胡笳声	clnvxizkhujwugcu#序52000
一弹一十有八拍	yidjyiuiybbaplaf#序52000
胡人落泪沾边草	hurflolzvjbmckuc#序52000
汉使断肠对归客	hjuidrihdvgvkedb#序52000
古戍苍苍烽火寒	guuuchchfghohjub#序52000
大荒沈沈飞雪白	dahdufuffzxtblup#序52000
先拂商弦后角羽	xmfuuhxmhbjcyunx#序52000
深山窃听来妖精	ufujqxtyllykjydm#序52000
言迟更速皆应手	yjiiggsujxyyubwp#序52000
将往复旋如有情	jdwhfuxrruybqydx#序52000
空山百鸟散还合	ksujblncsjhlhebr#序52000
万里浮云阴且晴	wjlifuypynqxqyao#序52000
嘶酸雏雁失群夜	sisriuyjuiqpyekw#序52000
断绝胡儿恋母声	drjthuerlmmuugmu#序52000
乌孙部落家乡远	wuspbulojwxdyrpz#序52000
逻娑沙尘哀怨生	losouaifaiyrugzp#序52000
幽音变调忽飘洒	ybynbmdchupcsaed#序52000
长风吹林雨堕瓦	vhfgivlnyudowapa#序52000
迸泉飒飒飞木末	bgqrsasafzmumoza#序52000
野鹿呦呦走堂下	yeluybybzbthxwla#序52000
长安城连东掖垣	ihaniglmdsyeyrpt#序52000
凤凰池对青琐门	fghdiidvqysomfjd#序52000
高才脱略名与利	gkcltoltmyyuliwh#序52000
日夕望君抱琴至	rixiwhjpbkqnvika#序52000
南山截竹为觱篥	njujjxvuwzbiliuv#序52000
此乐本自龟兹出	cilebfziqqciiuvv#序52000
流传汉地曲转奇	lqirhjdiquvrqidd#序52000
凉州胡人为我吹	ldvbhurfwzwoivdk#序52000
傍邻闻者多叹息	bhlnwfvedotjxirz#序52000
远客思乡皆泪垂	yrkesixdjxlzivzp#序52000
世人解听不解赏	uirfjxtybujxuhax#序52000
长飚风中自来往	vhbcfgvszillwhpi#序52000
枯桑老柏寒飕遛	kushlkblhjsblqmz#序52000
九雏鸣凤乱啾啾	jqiumyfglrjqjqpk#序52000
龙吟虎啸一时发	lsynhuxcyiuifauv#序52000
万籁百泉相与秋	wjllblqrxdyuqqah#序52000
忽然更作渔阳掺	hurjggzoyuyhcjwf#序52000
黄云萧条白日暗	hdypxctcblrianco#序52000
变调如闻杨柳春	bmdcruwfyhlqipwf#序52000
上林繁花照眼新	uhlnfjhwvkyjxnll#序52000
岁夜高堂列明烛	svyegkthlxmyvueh#序52000
美酒一杯声一曲	mzjqyibzugyiquyl#序52000
山寺钟鸣昼已昏	ujsivsmyvbyihplu#序52000
渔梁渡头争渡喧	yulddutbvgduxrdk#序52000
人随沙路向江姑	rfsvualuxdjdgupn#序52000
余亦乘舟归鹿门	yuyiigvbgvlumfrd#序52000
鹿门月照开烟树	lumfytvkklyjuugm#序52000
忽到庞公栖隐处	hudkphgsqiyniuww#序52000
岩扉松径长寂寥	yjfzssjyvhjilceb#序52000
惟有幽人自来去	wzybybrfzillquxt#序52000
五岳寻仙不辞远	wuytxpxmbuciyraz#序52000
一生好入名山游	yiughkrumyujybad#序52000
庐山秀出南斗傍	luujxqiunjdbbhgr#序52000
屏风九叠云锦张	pyfgjqdxypjnvhug#序52000
影落明湖青黛光	yylomyhuqydlgdox#序52000
金阙前开二峰长	jnqtqmklerfgvhrp#序52000
银河倒挂三石梁	ynhedkgwsjuildjd#序52000
香炉瀑布遥相望	xdlupubuykxdwhhw#序52000
回崖沓嶂凌苍苍	hvyadavhlychchkc#序52000
翠影红霞映朝日	cvyyhsxwyyikrixk#序52000
鸟飞不到吴天长	ncfzbudkwutmvhpp#序52000
鸟飞不到吴天长	ncfzbudkwutmvhwp#序52000
登高壮观天地间	dggkvdgrtmdijmvm#序52000
大江茫茫去不还	dajdmhmhqubuhluz#序52000
黄云万里动风色	hdypwjlidsfgsecd#序52000
白波九道流雪山	blbojqdklqxtujpl#序52000
闲窥石镜清我心	xmkvuijyqywoxnmd#序52000
谢公行处苍苔没	xxgsxyiuchtlmzyd#序52000
早服还丹无世情	zkfuhldjwuuiqyox#序52000
琴心三叠道初成	qnxnsjdxdkiuigww#序52000
遥见仙人彩云里	ykjmxmrfclyplizl#序52000
手把芙蓉朝玉京	ubbafursikyujypw#序52000
先期汗漫九垓上	xmqihjmjjqgluhnl#序52000
愿接卢敖游太清	yrjxluaoybtlqyid#序52000
梦游天姥吟留别	mgybtmlkynlqbxmk#序52000
烟涛微茫信难求	yjtkwzmhxnnjqqha#序52000
云霓明灭或可睹	ypnimymxhokedueo#序52000
天姥连天向天横	tmlklmtmxdtmhgam#序52000
势拔五岳掩赤城	uibawuytyjiiigft#序52000
天台四万八千丈	tmtlsiwjbaqmvhaa#序52000
对此欲倒东南倾	dvciyudkdsnjqyyr#序52000
我欲因之梦吴越	woyuynvimgwuytpt#序52000
一夜飞度镜湖月	yiyefzdujyhuytak#序52000
谢公宿处今尚在	xxgssuiujnuhzlyu#序52000
绿水荡漾清猿啼	lvuvdhyhqyyrtisk#序52000
千岩万转路不定	qmyjwjvrlubudypb#序52000
迷花倚石忽已暝	mihwyiuihuyimyzo#序52000
熊咆龙吟殷岩泉	xspklsynynyjqrsb#序52000
栗深林兮惊层巅	liuflnxijycgdmxe#序52000
青冥浩荡不见底	qymyhkdhbujmdifg#序52000
日月照耀金银台	riytvkykjnyntlks#序52000
霓为衣兮风为马	niwzyixifgwzmayv#序52000
虎鼓瑟兮鸾回车	hugusexilrhvieha#序52000
仙之人兮列如麻	xmvirfxilxrumarg#序52000
世间行乐亦如此	uijmxyleyiruciav#序52000
古来万事东流水	gullwjuidslquvul#序52000
别君去兮何时还	bxjpquxiheuihlkz#序52000
且放白鹿青崖间	qxfhblluqyyajmlm#序52000
须行即骑访名山	xuxyjiqifhmyujpl#序52000
使我不得开心颜	uiwobudeklxnyjri#序52000
风吹柳花满店香	fgivlqhwmjdmxdjh#序52000
吴姬压酒唤客尝	wujiyajqhrkeihkx#序52000
金陵子弟来相送	jnlyzidillxdssrz#序52000
欲行不行各尽觞	yuxybuxygejnuhbd#序52000
请君试问东流水	qyjpuiwfdslquvyl#序52000
别意与之谁短长	bxyiyuviuvdrihkp#序52000
昨日之日不可留	zoriviribukelqop#序52000
今日之日多烦忧	jnriviridofjybrx#序52000
长风万里送秋雁	vhfgwjlissqqyjpi#序52000
对此可以酣高楼	dvcikeyihjgklbym#序52000
蓬莱文章建安骨	pgllwfvhjmangucl#序52000
中间小谢又清发	vsjmxcxxybqyfalv#序52000
俱怀逸兴壮思飞	juhyyixyvdsifzrv#序52000
欲上青天览日月	yuuhqytmljriytbk#序52000
抽刀断水水更流	ibdkdruvuvgglqfd#序52000
举杯消愁愁更愁	jubzxcibibggibxh#序52000
人生在世不称意	rfugzluibuigyipl#序52000
明朝散发弄扁舟	myiksjfanspmvbop#序52000
走马川行雪海边	zbmairxyxthlbmtz#序52000
平沙莽莽黄入天	pyuamhmhhdrutmaa#序52000
轮台九月风夜吼	lptljqytfgyehbik#序52000
一川碎石大如斗	yiirsvuidarudbad#序52000
随风满地石乱走	svfgmjdiuilrzbet#序52000
匈奴草黄马正肥	xsnuckhdmavgfzbo#序52000
金山西见烟尘飞	jnujxijmyjiffzrv#序52000
汉家大将西出师	hjjwdajdxiiuuidl#序52000
将军金甲夜不脱	jdjpjnjwyebutodo#序52000
半夜军行戈相拨	bjyejpxygexdbodf#序52000
风头如刀面如割	fgtbrudkmmrugejb#序52000
马毛带雪汗气蒸	mamkdlxthjqivgvc#序52000
五花连钱旋作冰	wuhwlmqmxrzobyad#序52000
幕中草檄砚水凝	muvsckxiyjuvnycd#序52000
虏骑闻之应胆慑	luqiwfviyydjuehx#序52000
料知短兵不敢接	lcvidrbybugjjxmf#序52000
军师西门伫献捷	jpuiximfvuxmjxbf#序52000
轮台城头夜吹角	lptligtbyeivjcid#序52000
轮台城北旄头落	lptligbzmktbloic#序52000
羽书昨夜过渠黎	yuuuzoyegoqulixh#序52000
单于已在金山西	ijyuyizljnujxiba#序52000
戍楼西望烟尘黑	uulbxiwhyjifhzwl#序52000
戍楼西望烟尘黑	uulbxiwhyjifhzal#序52000
汉兵屯在轮台北	hjbytpzllptlbzdl#序52000
上将拥旄西出征	uhjdysmkxiiuvgli#序52000
平明吹笛大军行	pymyivdidajpxyai#序52000
四边伐鼓雪海涌	sibmfaguxthlyskd#序52000
三军大呼阴山动	sjjpdahuynujdsae#序52000
虏塞兵气连云屯	luslbyqilmyptpha#序52000
战场白骨缠草根	vjihblguijckgflm#序52000
剑河风急云片阔	jmhefgjiyppmkorm#序52000
沙口石冻马蹄脱	uakbuidsmatitodo#序52000
亚相勤王甘苦辛	yaxdqnwhgjkuxnal#序52000
誓将报主静边尘	uijdbkvujybmiffx#序52000
古来青史谁不见	gullqyuiuvbujmuk#序52000
今见功名胜古人	jnjmgsmyuggurfrp#序52000
北风卷地白草折	bzfgjrdiblckvelf#序52000
胡天八月即飞雪	hutmbaytjifzxtuy#序52000
忽如一夜春风来	huruyiyeipfgllwa#序52000
千树万树梨花开	qmuuwjuulihwklpa#序52000
散入珠帘湿罗幕	sjruvulmuilomucc#序52000
狐裘不暖锦衾薄	huqqbunrjnqnbkqc#序52000
将军角弓不得控	jdjpjcgsbudeksdf#序52000
都护铁衣冷犹著	dbhutxyilgybvulc#序52000
瀚海阑干百丈冰	hjhlljgjblvhbydd#序52000
愁云惨淡万里凝	ibypcjdjwjlinyhd#序52000
中军置酒饮归客	vsjpvijqyngvkelb#序52000
胡琴琵琶与羌笛	huqnpipayuqddiuv#序52000
纷纷暮雪下辕门	ffffmuxtxwyrmfsd#序52000
风掣红旗冻不翻	fgiehsqidsbufjjp#序52000
轮台东门送君去	lptldsmfssjpquit#序52000
去时雪满天山路	quuixtmjtmujlutz#序52000
山回路转不见君	ujhvluvrbujmjply#序52000
雪上空留马行处	xtuhkslqmaxyiuyw#序52000
国初已来画鞍马	goiuyillhwanmakv#序52000
神妙独数江都王	ufmcduuujdduwhpa#序52000
将军得名三十载	jdjpdemysjuizldu#序52000
人间又见真乘黄	rfjmybjmvfighdpc#序52000
曾貌先帝照夜白	cgmkxmdivkyeblbp#序52000
龙池十日飞霹雳	lsiiuirifzpiliuy#序52000
内府殷红玛瑙盘	nzfuyjhsmankpjlv#序52000
婕妤传诏才人索	jxyuirvkclrfsonu#序52000
盘赐将军拜舞归	pjcijdjpblwugvvl#序52000
轻纨细绮相追飞	qywjxiqixdvvfziv#序52000
贵戚权门得笔迹	gvqiqrmfdebijivz#序52000
始觉屏障生光辉	uijtpyvhuggdhvnx#序52000
昔日太宗拳毛騧	xiritlzsqrmkgw#序52000
近时郭家狮子花	jnuigojwuizihwzc#序52000
今之新图有二马	jnvixntuybermarv#序52000
复令识者久叹嗟	fulyuivejqtjjxpk#序52000
此皆骑战一敌万	cijxqivjyidiwjva#序52000
缟素漠漠开风沙	gksumomoklfguasd#序52000
其余七匹亦殊绝	qiyuqipiyiuujtqs#序52000
迥若寒空动烟雪	jsrohjksdsyjxtzy#序52000
霜蹄蹴踏长揪间	udticutavhjqjmym#序52000
马官厮养森成列	magrsiyhsfiglxvd#序52000
可怜九马争神骏	kelmjqmavgufjpdm#序52000
顾视清高气深稳	guuiqygkqiufwfih#序52000
借问苦心爱者谁	jxwfkuxnaiveuvry#序52000
后有韦讽前支遁	hbybwzfgqmvidppz#序52000
忆昔巡幸新丰宫	yixixpxyxnfggsxb#序52000
翠华拂天来向东	cvhwfutmllxddsxa#序52000
腾骧磊落三万匹	tgxdlzlosjwjpiok#序52000
皆与此图筋骨同	jxyucitujngutsbk#序52000
自从献宝朝河宗	zicsxmbkikhezspb#序52000
无复射蛟江水中	wufuuejcjduvvsal#序52000
龙媒去尽鸟呼风	lsmzqujnnchufguj#序52000
将军魏武之子孙	jdjpwzwuvizispdz#序52000
于今为庶为清门	yujnwzuuwzqymfad#序52000
英雄割据虽已矣	yyxsgejusvyiyics#序52000
文彩风流今尚存	wfclfglqjnuhcpwu#序52000
学书初学卫夫人	xtuuiuxtwzfurfxp#序52000
但恨无过王右军	djhfwugowhybjprb#序52000
丹青不知老将至	djqybuvilkjdvipa#序52000
富贵于我如浮云	fugvyuworufuypbe#序52000
开元之中常引见	klyrvivsihynjmak#序52000
承恩数上南薰殿	igenuuuhnjxpdmvu#序52000
凌烟功臣少颜色	lyyjgsifukyjsedd#序52000
将军下笔开生面	jdjpxwbiklugmmda#序52000
良相头上进贤冠	ldxdtbuhjnxmgrdb#序52000
猛将腰间大羽箭	mgjdykjmdayujmqv#序52000
褒公鄂公毛发动	bkgseegsmkfadswe#序52000
英姿飒爽犹酣战	yyzisaudybhjvjcl#序52000
先帝玉马玉花骢	xmdiyumayuhwcsnm#序52000
画工如山貌不同	hwgsruujmkbutsak#序52000
是日牵来赤墀下	uiriqmlliiiixwoa#序52000
迥立阊阖生长风	jsliihheugvhfgzj#序52000
诏谓将军拂绢素	vkwzjdjpfujrsuyf#序52000
意匠惨淡经营中	yijdcjdjjyyyvsll#序52000
斯须九重真龙出	sixujqvsvflsiuqv#序52000
一洗万古凡马空	yixiwjgufjmaksab#序52000
玉花却在御榻上	yuhwqtzlyutauhwl#序52000
榻上庭前屹相向	tauhtyqmyixdxdmp#序52000
至尊含笑催赐金	vizphjxccvcijnar#序52000
圉人太仆皆惆怅	yurftlpujxibihkx#序52000
弟子韩干早入室	dizihjgjzkruuibb#序52000
亦能画马穷殊相	yinghwmaqsuuxdwm#序52000
干惟画肉不画骨	gjwzhwrbbuhwgual#序52000
忍使骅骝气凋丧	rfuihwlqqidcshru#序52000
将军画善盖有神	jdjphwujglybufdp#序52000
偶逢佳士亦写真	oufgjwuiyixxvfru#序52000
即今漂泊干戈际	jijnpcbogjgejige#序52000
屡貌寻常行路人	lvmkxpihxylurfup#序52000
途穷反遭俗眼白	tuqsfjzksuyjblzp#序52000
世上未有如公贫	uiuhwzybrugspnab#序52000
但看古来盛名下	djkjgullugmyxwra#序52000
终日坎壈缠其身	vsrikjljijqiufsp#序52000
今我不乐思岳阳	jnwobulesiytyhre#序52000
身欲奋飞病在床	ufyufffzbyzlidpg#序52000
美人娟娟隔秋水	mzrfjrjrgeqquvyl#序52000
濯足洞庭望八荒	vozudstywhbahddc#序52000
鸿飞冥冥日月白	hsfzmymyriytbldp#序52000
青枫叶赤天雨霜	qyfgyeiitmyuudfy#序52000
玉京群帝集北斗	yujyqpdijibzdbwd#序52000
或骑麒麟翳凤凰	hoqiqilnyifghdgj#序52000
芙蓉旌旗烟雾落	fursjyqiyjwulocc#序52000
影动倒景摇潇湘	yydsdkjyykxcxdod#序52000
星宫之君醉琼浆	xygsvijpzvqsjdod#序52000
羽人稀少不在旁	yurfxiukbuzlphxw#序52000
似闻昨者赤松子	uiwfzoveiisszirv#序52000
恐是汉代韩张良	ksuihjdlhjvhldgd#序52000
昔随刘氏定长安	xisvlquidyihancb#序52000
帷幄未改神惨伤	wzwowzglufcjuhjr#序52000
国家成败吾岂敢	gojwigblwuqigjkv#序52000
色难腥腐餐枫香	senjxyfucjfgxddh#序52000
周南留滞古所惜	vbnjlqvigusoxikx#序52000
南极老人应寿昌	njjilkrfyyubihuo#序52000
美人胡为隔秋水	mzrfhuwzgeqquvyl#序52000
焉得置之贡玉堂	yjdevivigsyuthvx#序52000
孔明庙前有老柏	ksmymcqmyblkblzm#序52000
柯如青铜根如石	keruqytsgfruuima#序52000
霜皮溜雨四十围	udpilqyusiuiwzyk#序52000
黛色参天二千尺	dlsecjtmerqmiiru#序52000
君臣已与时际会	jpifyiyuuijihvyr#序52000
树木犹为人爱惜	uumuybwzrfaiximx#序52000
云来气接巫峡长	ypllqijxwuxwvhep#序52000
月出寒通雪山白	ytiuhjtsxtujblkp#序52000
忆昨路绕锦亭东	yizolurkjntydsxa#序52000
先主武侯同閟宫	xmvuwuhbtsbigsnb#序52000
崔嵬枝干郊原古	cvwzvigjjcyrgueu#序52000
窈窕丹青户牖空	yktcdjqyhuybksbb#序52000
落落盘踞虽得地	lolopjjusvdedict#序52000
冥冥孤高多烈风	mymygugkdolxfgbj#序52000
扶持自是神明力	fuiiziuiufmylifv#序52000
正直原因造化功	vgviyrynzkhwgsag#序52000
大厦如倾要梁栋	dauaruqyyklddsum#序52000
万年回首丘山重	wjnmhvubqqujvsap#序52000
不露文章世已惊	buluwfvhuiyijyax#序52000
未辞剪伐谁能送	wzcijmfauvngssaz#序52000
苦心岂免容蝼蚁	kuxnqimmrslbyici#序52000
香叶终经宿鸾凤	xdyevsjysulrfghj#序52000
志士幽人草怨嗟	viuiybrfckyrjxuk#序52000
古来材大难为用	gullcldanjwzysuk#序52000
昔有佳人公孙氏	xiybjwrfgsspuicp#序52000
一舞剑器动四方	yiwujmqidssifhad#序52000
观者如山色沮丧	grveruujsejushyu#序52000
天地为之久低昂	tmdiwzvijqdiahao#序52000
霍如羿射九日落	horuyiuejqriloyc#序52000
矫如群帝骖龙翔	jcruqpdicjlsxduy#序52000
来如雷霆收震怒	llrulztyubvfnuan#序52000
罢如江海凝清光	barujdhlnyqygdsx#序52000
绛唇珠袖两寂寞	jdipvuxqldjimosb#序52000
晚有弟子传芬芳	wjybdiziirfffhoc#序52000
临颍美人在白帝	lnyymzrfzlbldilw#序52000
妙舞此曲神扬扬	mcwuciquufyhyhnf#序52000
与余问答既有以	yuyuwfdajiybyiav#序52000
感时抚事增惋伤	gjuifuuizgwjuhwr#序52000
感时抚事增惋伤	gjuifuuizgwjuhxr#序52000
先帝侍女八千人	xmdiuinvbaqmrfnp#序52000
公孙剑器初第一	gsspjmqiiudiyiba#序52000
五十年间似反掌	wuuinmjmuifjvhax#序52000
风尘鸿洞昏王室	fgifhsdshpwhuijb#序52000
梨园子弟散如烟	liyrzidisjruyjhh#序52000
女乐余姿映寒日	nvleyuziyyhjrivk#序52000
金粟堆前木已拱	jnsudvqmmuyigsrf#序52000
瞿塘石城草萧瑟	quthuiigckxcseow#序52000
玳筵急管曲复终	dlyjjigrqufuvsws#序52000
乐极哀来月东出	lejiaillytdsiupv#序52000
老夫不知其所往	lkfubuviqisowhli#序52000
足茧荒山转愁疾	zujmhdujvribjikb#序52000
诸子环洞庭而坐	vuzihrdstyerzoyr#序52000
山石荦确行径微	ujuiloqtxyjywzli#序52000
黄昏到寺蝙蝠飞	hdhpdksibmfufzcv#序52000
升堂坐阶新雨足	ugthzojxxnyuzupk#序52000
芭蕉叶大栀子肥	bajcyedavizifzco#序52000
僧言古壁佛画好	sgyjgubifuhwhkrn#序52000
以火来照所见稀	yihollvksojmxivh#序52000
铺床拂席置羹饭	puidfuxiviggfjju#序52000
疏粝亦足饱我饥	uuliyizubkwojivu#序52000
夜深静卧百虫绝	yeufjywoblisjtws#序52000
清月出岭光入扉	qyytiulygdrufzdh#序52000
天明独去无道路	tmmyduquwudkluaz#序52000
出入高下穷烟霏	iurugkxwqsyjfzvy#序52000
山红涧碧纷烂漫	ujhsjmbiffljmjld#序52000
时见松枥皆十围	uijmsslijxuiwzok#序52000
当流赤足踏涧石	dhlqiizutajmuixa#序52000
水声激激风吹衣	uvugjijifgivyilw#序52000
人生如此自可乐	rfugrucizikelepp#序52000
岂必局束为人靰	qibijuuuwzrfwu#序52000
嗟哉吾党二三子	jxzlwudhersjzikv#序52000
安得至老不更归	andevilkbugggvbl#序52000
纤云四卷天无河	xmypsijrtmwuhesd#序52000
清风吹空月舒波	qyfgivksytuubodd#序52000
沙平水息声影绝	uapyuvxiugyyjtds#序52000
一杯相属君当歌	yibzxduujpdhgeaa#序52000
