---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiwo#序60000
阿城区	aaigquek#序60000
在今年	zljnnmup#序60000
不过是	bugouiao#序60000
想什么	xdufmemp#序60000
许茹芸	xuruypyc#序60000
我饿了	woeelepv#序60000
湖北省	hubzugdu#序60000
提出了	tiiulefv#序60000
吃饭啊	iifjaakk#序60000
武汉市	wuhjuiaw#序60000
请大家	qydajwyb#序60000
在今天	zljntmua#序60000
最好看	zvhkkjou#序60000
电话卡	dmhwkalu#序60000
起居室	qijuuitb#序60000
有利于	ybliyuua#序60000
羽毛球	yumkqqxw#序60000
生活费	ughofzpf#序60000
带你去	dlniquft#序60000
总觉得	zsjtdebi#序60000
一块去	yikyquat#序60000
图书业	tuuuyekl#序60000
小黄帽	xchdmklj#序60000
武昌县	wuihxmaq#序60000
留尼汪	lqniwhpd#序60000
说点儿	uodmeryp#序60000
赞同者	zjtsvenl#序60000
跃点数	ytdmuuzm#序60000
闭幕时	bimuuimo#序60000
还是个	hluigezr#序60000
这辈子	vebzzizv#序60000
哥们儿	gemferap#序60000
哥们儿	gemferdp#序60000
去不去	qubuqutt#序60000
太小了	tlxcledv#序60000
你去死	niqusird#序60000
不能在	bungzlau#序60000
日租宝	rizubkkb#序60000
真是太	vfuitlud#序60000
不是吗	buuimaak#序60000
坐地铁	zoditxrj#序60000
不用我	buyswoap#序60000
最近在	zvjnzlou#序60000
哪几个	najigekr#序60000
在省内	zlugnzul#序60000
最近我	zvjnwoop#序60000
通知你	tsvinizr#序60000
看看我	kjkjwoup#序60000
刚才是	ghcluiko#序60000
估算值	gusrvirr#序60000
假冒品	jwmkpnrk#序60000
内斯库	nzsikulg#序60000
切割刀	qxgedkqv#序60000
巴马县	bamaxmsq#序60000
巴马县	bamaxmvq#序60000
早被人	zkbzrfop#序60000
突出性	tuiuxybx#序60000
转换性	vrhrxyix#序60000
针脚数	vfjcuujm#序60000
黏土层	nmtucghu#序60000
这才是	vecluizo#序60000
贝多芬	bzdoffkc#序60000
百分点	blffdmal#序60000
迈克尔	mlkeerzd#序60000
几岁了	jisvlepv#序60000
我很想	wohfxdpm#序60000
在医院	zlyiyrue#序60000
认识我	rfuiwoyp#序60000
不存在	bucpzlau#序60000
社会上	uehvuhpl#序60000
十万块	uiwjkyat#序60000
就发现	jqfaxmww#序60000
不过也	bugoyeav#序60000
查一查	iayiiamm#序60000
这些年	vexxnmzp#序60000
说说话	uouohwyy#序60000
妈妈好	mamahknn#序60000
我不在	wobuzlpu#序60000
候选国	hbxrgork#序60000
南北路	njbzluuz#序60000
有符号	ybfuhkuk#序60000
沿河县	yjhexmdq#序60000
会产生	hvijugrp#序60000
是针对	uivfdvoy#序60000
一样啊	yiyhaaak#序60000
不要钱	buykqmaj#序60000
小一点	xcyidmll#序60000
以为我	yiwzwovp#序60000
我听到	wotydkpa#序60000
不要脸	buyklmao#序60000
打飞机	dafzjifm#序60000
很无聊	hfwulcie#序60000
特别冷	tebxlgnd#序60000
用电脑	ysdmnkko#序60000
在公司	zlgssiuv#序60000
十四岁	uisisvae#序60000
就告诉	jqgksuwy#序60000
三二零	sjerlyay#序60000
上海滩	uhhltjld#序60000
没看过	mzkjgodz#序60000
回宿舍	hvsuuekr#序60000
回事儿	hvuierkp#序60000
不要你	buykniar#序60000
乔布斯	qcbusiyq#序60000
我都想	wodbxdpm#序60000
可比价	kebijwdr#序60000
太室山	tluiujdl#序60000
左右人	zoybrfup#序60000
玉龙县	yulsxmwq#序60000
糖异生	thyiugmp#序60000
跨国化	kwgohwzr#序60000
车身长	ieufihap#序60000
过境费	gojyfzzf#序60000
阴阳学	ynyhxtex#序60000
体育馆	tiyugrru#序60000
也没用	yemzysvk#序60000
五万元	wuwjyrae#序60000
这里边	velibmzz#序60000
时间段	uijmdrop#序60000
复印件	fuynjmpr#序60000
大冒险	damkxmue#序60000
回去吧	hvqubakk#序60000
当然也	dhrjyexv#序60000
对于我	dvyuwoyp#序60000
不太懂	butldsax#序60000
时间长	uijmvhop#序60000
甜蜜蜜	tmmimiqb#序60000
你老婆	nilkpord#序60000
注销了	vuxcledv#序60000
世界法	uijxfaad#序60000
两头大	ldtbdaau#序60000
培训组	pzxpzuts#序60000
录入人	lururfep#序60000
泥丸宫	niwjgsdb#序60000
甲酸钠	jwsrnalj#序60000
确认权	qtrfqrum#序60000
金口河	jnkbherd#序60000
结果是	jxgouiso#序60000
周恩来	vbenllka#序60000
元宵节	yrxcjxec#序60000
研究所	yjjqsoup#序60000
交朋友	jcpgybwu#序60000
放弃了	fhqilefv#序60000
一路上	yiluuhal#序60000
掉下来	dcxwllfa#序60000
一万多	yiwjdoax#序60000
不让你	burhniar#序60000
这一段	veyidrzp#序60000
这么做	vemezozr#序60000
一个字	yigeziab#序60000
你说说	niuouory#序60000
汽车票	qiiepcdx#序60000
你只能	nivingrs#序60000
就是过	jquigowz#序60000
一些人	yixxrfap#序60000
好几次	hkjicind#序60000
这上面	veuhmmza#序60000
说一声	uoyiugyu#序60000
怎么治	zfmevivd#序60000
转过去	vrgoquit#序60000
四位数	siwzuukm#序60000
合金丝	hejnsirv#序60000
小科学	xckextlx#序60000
搬箱子	bjxdzifv#序60000
时空门	uiksmfod#序60000
最血腥	zvxtxyoo#序60000
松桃县	sstkxmmq#序60000
请人民	qyrfmnyv#序60000
镜像卷	jyxdjrjj#序60000
年龄段	nmlydrpp#序60000
电话簿	dmhwbulv#序60000
一三一	yisjyiaa#序60000
支持你	viiiniur#序60000
只是想	viuixdkm#序60000
在国外	zlgowlux#序60000
太晚了	tlwjledv#序60000
在床上	zliduhul#序60000
我问他	wowftapr#序60000
大灰狼	dahvlhuq#序60000
听我说	tywouoky#序60000
又一次	ybyicivd#序60000
电话费	dmhwfzlf#序60000
我不敢	wobugjpv#序60000
理解我	lijxwowp#序60000
留下了	lqxwlepv#序60000
不要让	buykrhay#序60000
保卫战	bkwzvjrl#序60000
价值观	jwvigrry#序60000
从现在	csxmzlru#序60000
下学期	xwxtqiaq#序60000
什么价	ufmejwrr#序60000
大乐透	daletbuz#序60000
也应该	yeyyglvy#序60000
停下来	tyxwllra#序60000
二零二	erlyeraa#序60000
吐火罗	tuholoks#序60000
妇好墓	fuhkmunc#序60000
有口舌	ybkbueuq#序60000
澜沧县	ljchxmdq#序60000
白颐路	blyilupz#序60000
直冲到	viisdkua#序60000
直线筛	vixmuluv#序60000
证卡机	vgkajiym#序60000
货架厂	hojwihra#序60000
轮胎业	lptlyeil#序60000
连南县	lmnjxmzq#序60000
进入了	jnrulezv#序60000
十二岁	uiersvae#序60000
让你们	rhnimfyr#序60000
估计是	gujiuiro#序60000
准备好	vpbzhkdn#序60000
也一样	yeyiyhvm#序60000
欢迎你	hryyniyr#序60000
失恋了	uilmlepv#序60000
电话吧	dmhwbalk#序60000
一系列	yixilxad#序60000
大学里	daxtliul#序60000
不想让	buxdrhay#序60000
自己用	zijiyspk#序60000
六十元	lquiyrwe#序60000
一个家	yigejwab#序60000
去了解	qulcjxtd#序60000
不多了	budoleav#序60000
看见我	kjjmwoup#序60000
都给你	dbgznilr#序60000
该怎样	glzfyhym#序60000
没钱了	mzqmledv#序60000
要出去	ykiuquxt#序60000
保洁服	bkjxfuro#序60000
十数种	uiuuvsah#序60000
库福尔	kufuergd#序60000
微卫星	wzwzxyio#序60000
护发乳	hufarufp#序60000
撤销后	iexchbfp#序60000
极谱法	jipufamd#序60000
标价纸	bcjwvims#序60000
洋金花	yhjnhwdc#序60000
状态法	vdtlfadd#序60000
电话业	dmhwyell#序60000
请绕行	qyrkxyyi#序60000
软中断	rrvsdrim#序60000
有一年	ybyinmup#序60000
销售额	xcubeejb#序60000
但是要	djuiykrx#序60000
过来看	gollkjzu#序60000
说错了	uocoleyv#序60000
能买到	ngmldksa#序60000
受影响	ubyyxdpk#序60000
送过去	ssgoquzt#序60000
看着我	kjvewoup#序60000
不了你	bulcniar#序60000
近年来	jnnmllza#序60000
影响力	yyxdliov#序60000
有专门	ybvrmfud#序60000
投资人	tbzirffp#序60000
老师也	lkuiyelv#序60000
时候啊	uihbaaok#序60000
一点钟	yidmvsaj#序60000
消费型	xcfzxydk#序60000
会高度	hvgkdurg#序60000
修改人	xqglrfrp#序60000
分红权	ffhsqrbm#序60000
博尔格	boergeum#序60000
当作品	dhzopnxk#序60000
按字节	anzijxfc#序60000
狗刨式	gbpkuiqy#序60000
问答集	wfdajimr#序60000
一千元	yiqmyrae#序60000
忘不了	whbulcwv#序60000
多好啊	dohkaaxk#序60000
这样吗	veyhmazk#序60000
对中国	dvvsgoyk#序60000
不会是	buhvuiao#序60000
一万个	yiwjgear#序60000
吃晚饭	iiwjfjku#序60000
太少了	tlukledv#序60000
六年级	lqnmjiws#序60000
什么号	ufmehkrk#序60000
淘宝店	tkbkdmdg#序60000
听他们	tytamfkr#序60000
醇溶性	iprsxyyx#序60000
铜官山	tsgrujjl#序60000
预订人	yudyrfsp#序60000
好男人	hknjrfnp#序60000
你爱我	niaiworp#序60000
不能不	bungbuaa#序60000
千八百	qmbablpa#序60000
九十天	jquitmpa#序60000
解放军	jxfhjpdb#序60000
保险费	bkxmfzrf#序60000
第三季	disjjivh#序60000
记不住	jibuvuyr#序60000
最漂亮	zvpcldow#序60000
换一下	hryixwfa#序60000
发微信	fawzxnvr#序60000
服务器	fuwuqiok#序60000
余额为	yueewzrd#序60000
就不行	jqbuxywi#序60000
学什么	xtufmexp#序60000
车牌号	ieplhkak#序60000
我没看	womzkjpu#序60000
最后就	zvhbjqow#序60000
估计量	gujildrd#序60000
估计量	gujildro#序60000
使持节	uiiijxrc#序60000
先锋性	xmfgxynx#序60000
多楔带	doxxdlxf#序60000
嵖岈山	iayaujel#序60000
烟火气	yjhoqihp#序60000
空间法	ksjmfabd#序60000
维基亚	wzjiyasa#序60000
误判率	wupjlvyw#序60000
贸易厅	mkyitypi#序60000
你的事	nideuira#序60000
十九岁	uijqsvae#序60000
二十几	eruijiap#序60000
在香港	zlxdghud#序60000
从哪里	csnalirl#序60000
英雄传	yyxsircr#序60000
只要在	viykzlku#序60000
大概在	daglzluu#序60000
那就说	najquovy#序60000
加拿大	jwnadalu#序60000
不符合	bufuhear#序60000
下载歌	xwzlgeaa#序60000
目前这	muqmvekz#序60000
一十二	yiuieraa#序60000
回到家	hvdkjwkb#序60000
再看看	zlkjkjau#序60000
学生证	xtugvgxy#序60000
五个月	wugeytak#序60000
小伙伴	xchobjlr#序60000
从一个	csyigerr#序60000
在他们	zltamfur#序60000
不漂亮	bupcldaw#序60000
可负担	kefudjdf#序60000
小梅花	xcmzhwlc#序60000
装甲营	vdjwyydc#序60000
通讯连	tsxplmzz#序60000
时间也	uijmyeov#序60000
净利润	jylirpdd#序60000
稻草人	dkckrfhp#序60000
答应我	dayywovp#序60000
手机报	ubjibkpf#序60000
这两年	veldnmzp#序60000
小燕子	xcyjzilv#序60000
究竟是	jqjyuibo#序60000
吵架了	ikjwlekv#序60000
无限流	wuxmlqad#序60000
成年人	ignmrfwp#序60000
准备去	vpbzqudt#序60000
狄仁杰	dirfjxqm#序60000
联系到	lmxidkea#序60000
但是又	djuiybrv#序60000
万柏林	wjbolnam#序60000
世间情	uijmqyax#序60000
整理表	vglibcuf#序60000
肺原性	fzyrxyox#序60000
阻焰板	zuyjbjem#序60000
统计局	tsjijusu#序60000
太阳能	tlyhngds#序60000
嫌疑人	xmyirfnp#序60000
新时代	xnuidllr#序60000
普通人	putsrfbp#序60000
洗面奶	ximmnldn#序60000
沙宝亮	uabklddw#序60000
我们用	womfyspk#序60000
比赛中	bislvsbl#序60000
上去了	uhqulelv#序60000
想不想	xdbuxdmm#序60000
一三五	yisjwuaa#序60000
既然你	jirjnigr#序60000
我奶奶	wonlnlpn#序60000
去学习	quxtxitv#序60000
地铁站	ditxvjtl#序60000
六十多	lquidowx#序60000
她这个	tavegenr#序60000
要是你	ykuinixr#序60000
到后来	dkhbllaa#序60000
专卖柜	vrmlgvam#序60000
列仙传	lxxmirdr#序60000
十数里	uiuulial#序60000
拉鲁斯	lalusifq#序60000
极端性	jidrxymx#序60000
独立权	duliqrqm#序60000
近卫队	jnwzdvze#序60000
海贼王	hlzzwhda#序60000
这些事	vexxuiza#序60000
会让你	hvrhnirr#序60000
性价比	xyjwbixb#序60000
冬奥会	dsaohvwr#序60000
那么远	nameyrvz#序60000
吸血鬼	xixtgvkp#序60000
会怎样	hvzfyhrm#序60000
国庆节	goqyjxkc#序60000
高跟鞋	gkgfxxwg#序60000
经常在	jyihzlsu#序60000
会发生	hvfaugrp#序60000
看完了	kjwjleuv#序60000
毛阿敏	mkaamnpp#序60000
这两种	veldvszh#序60000
叶倩文	yeqmwfkw#序60000
林心如	lnxnrumn#序60000
这条路	vetcluzz#序60000
我不去	wobuqupt#序60000
自己家	zijijwpb#序60000
就让我	jqrhwowp#序60000
南雄县	njxsxmuq#序60000
压缩前	yasoqmib#序60000
吉事达	jiuidauz#序60000
听证权	tyvgqrkm#序60000
好歌曲	hkgequnl#序60000
忌妒者	jiduvejl#序60000
生态站	ugtlvjpl#序60000
电话者	dmhwvell#序60000
能再度	ngzldusg#序60000
运输罐	ypuugrzf#序60000
非医保	fzyibklr#序60000
注意点	vuyidmdl#序60000
结了婚	jxlehpsn#序60000
累死了	lzsiletv#序60000
很生气	hfugqiip#序60000
我看过	wokjgopz#序60000
异地恋	yidilmsw#序60000
买手机	mlubjivm#序60000
要了解	yklcjxxd#序60000
怎样做	zfyhzovr#序60000
一十八	yiuibaap#序60000
喜欢上	xihruhul#序60000
不告诉	bugksuay#序60000
像你们	xdnimfrr#序60000
迪士尼	diuinizu#序60000
来电话	lldmhway#序60000
工作啊	gszoaaak#序60000
而且不	erqxbuaa#序60000
两字节	ldzijxac#序60000
两极性	ldjixyax#序60000
住自己	vuzijirv#序60000
做道场	zodkihrt#序60000
刚起来	ghqillka#序60000
取行李	quxyliem#序60000
成才奖	igcljdwd#序60000
破碎险	posvxmue#序60000
跟踪站	gfzsvjzl#序60000
又不能	ybbungvs#序60000
改名字	glmyzijb#序60000
湖南省	hunjugdu#序60000
跟自己	gfzijizv#序60000
也希望	yexiwhvw#序60000
我做了	wozolepv#序60000
几十年	jiuinmpp#序60000
以为是	yiwzuivo#序60000
就来了	jqlllewv#序60000
飞行员	fzxyyrvk#序60000
我只有	woviybpu#序60000
到你们	dknimfar#序60000
毕业生	biyeugbp#序60000
交易所	jcyisowp#序60000
增值税	zgviuvth#序60000
不能让	bungrhay#序60000
不想要	buxdykax#序60000
童安格	tsangelm#序60000
为历代	wzlidldr#序60000
卖多少	mldoukux#序60000
争先赛	vgxmsldb#序60000
伊通县	yitsxmrq#序60000
切东西	qxdsxiqa#序60000
原分区	yrffquik#序60000
叶小文	yexcwfkw#序60000
外延型	wlyjxyxk#序60000
夜阑珊	yeljujww#序60000
大锅子	dagoziuv#序60000
实证法	uivgfabd#序60000
工资税	gsziuvah#序60000
惠通桥	hvtsqcam#序60000
沏壶茶	qihuiadc#序60000
科洛斯	kelosihq#序60000
荔枝干	livigjca#序60000
为了让	wzlerhdy#序60000
目前有	muqmybku#序60000
说起来	uoqillya#序60000
一点吧	yidmbaak#序60000
非常多	fzihdolx#序60000
要抓紧	ykvwjnxl#序60000
爱情是	aiqyuipo#序60000
姜育恒	jdyuhgyx#序60000
所以很	soyihfpi#序60000
庄心妍	vdxnyjgn#序60000
写的是	xxdeuibo#序60000
接着说	jxveuofy#序60000
那也行	nayexyvi#序60000
为啥呀	wzuayadk#序60000
我讨厌	wotkyjpi#序60000
我姐姐	wojxjxpn#序60000
你就去	nijqqurt#序60000
引起了	ynqilegv#序60000
太快了	tlkyledv#序60000
他是个	tauigerr#序60000
七十多	qiuidoax#序60000
忆江南	yijdnjxu#序60000
郑中基	vgvsjibq#序60000
不要给	buykgzas#序60000
一口气	yikbqiap#序60000
护肤品	hufupnfk#序60000
院子里	yrziliel#序60000
大药房	daykfhuh#序60000
我没事	womzuipa#序60000
白居易	bljuyipo#序60000
小星星	xcxyxylo#序60000
出太阳	iutlyhve#序60000
先锋报	xmfgbknf#序60000
净赢利	jyyylidh#序60000
文化司	wfhwsiwv#序60000
毓璜顶	yuhddypd#序60000
瞬间胶	upjmjcoo#序60000
近似数	jnsiuuzm#序60000
配筋率	pzjnlvyw#序60000
搜一搜	sbyisbff#序60000
通过了	tsgolezv#序60000
我想做	woxdzopr#序60000
失败了	uibllepv#序60000
吴奇隆	wuqilske#序60000
怎么发	zfmefavv#序60000
买点儿	mldmervp#序60000
避孕套	biyptkzd#序60000
是一块	uiyikyot#序60000
在这种	zlvevsuh#序60000
不包含	bubkhjar#序60000
就看到	jqkjdkwa#序60000
怎么有	zfmeybvu#序60000
一毛五	yimkwuaa#序60000
过日子	gorizizv#序60000
蒲公英	pugsyycc#序60000
起不来	qibullta#序60000
对账单	dvvhdjyb#序60000
晚上你	wjuhnior#序60000
你回去	nihvqurt#序60000
推出了	tviulefv#序60000
在日本	zlribfua#序60000
某一个	mbyigegr#序60000
出去吃	iuquiivk#序60000
可以上	keyiuhdl#序60000
学武术	xtwuuuxm#序60000
尼亚胡	niyahuuu#序60000
挣工资	vggszifd#序60000
白色花	blsehwpc#序60000
群体化	qptihwyr#序60000
资讯通	zixptsdz#序60000
赠礼品	zglipnkk#序60000
阜新县	fuxnxmpq#序60000
有办法	ybbjfaud#序60000
为保障	wzbkvhde#序60000
有五十	ybwuuiua#序60000
去上课	quuhkety#序60000
我没说	womzuopy#序60000
这一切	veyiqxzq#序60000
拿到了	nadklerv#序60000
戴佩妮	dlpzniun#序60000
在外边	zlwlbmuz#序60000
比较快	bijckybx#序60000
宁泽涛	nyzetkbd#序60000
旁边儿	phbmerwp#序60000
你说呢	niuonerk#序60000
我从小	wocsxcpl#序60000
孩子是	hlziuizo#序60000
三六九	sjlqjqap#序60000
好东西	hkdsxina#序60000
有点像	ybdmxdur#序60000
很难受	hfnjubip#序60000
上一级	uhyijils#序60000
十数丈	uiuuvhaa#序60000
增值费	zgvifztf#序60000
当枪使	dhqduixr#序60000
急救药	jijqykdc#序60000
端铣刀	drxidklv#序60000
质保部	vibkbupl#序60000
不下去	buxwquat#序60000
我弟弟	wodidipb#序60000
摄影师	ueyyuifl#序60000
这边来	vebmllza#序60000
陕西省	ujxiugeu#序60000
办事处	bjuiiulw#序60000
实在太	uizltlbd#序60000
主菜单	vucldjdb#序60000
也是个	yeuigevr#序60000
输入您	uurunnir#序60000
西安市	xianuiaw#序60000
比以前	biyiqmbb#序60000
九个月	jqgeytpk#序60000
取出来	quiullea#序60000
过年了	gonmlezv#序60000
还是去	hluiquzt#序60000
不好吗	buhkmaak#序60000
我媳妇	woxifupn#序60000
就是为	jquiwzwd#序60000
驾驶证	jwuivgly#序60000
八个月	bageytpk#序60000
六六六	lqlqlqww#序60000
所在地	sozldipt#序60000
东莞市	dsgruiaw#序60000
不好了	buhkleav#序60000
我等你	wodgnipr#序60000
会变慢	hvbmmjrx#序60000
历年度	linmduig#序60000
埇桥区	ysqcqutk#序60000
堆垛车	dvdoieta#序60000
好婆婆	hkpopond#序60000
我说嘛	wouomapk#序60000
政府站	vgfuvjvl#序60000
洛格伦	logelpdr#序60000
瞄准点	mcvpdmol#序60000
碘钨灯	dmwudguh#序60000
肿节风	vsjxfgoj#序60000
莺歌海	yygehlcd#序60000
要速度	yksuduxg#序60000
边拍边	bmplbmzz#序60000
大自然	dazirjup#序60000
在旁边	zlphbmuz#序60000
女演员	nvyjyrvk#序60000
离开我	liklwowp#序60000
哪一天	nayitmka#序60000
等待期	dgdlqivq#序60000
爱好者	aihkvepl#序60000
重庆市	isqyuipw#序60000
你不在	nibuzlru#序60000
就不太	jqbutlwd#序60000
就完了	jqwjlewv#序60000
借记卡	jxjikaru#序60000
这只是	veviuizo#序60000
天王星	tmwhxyao#序60000
玩电脑	wjdmnkwo#序60000
一万年	yiwjnmap#序60000
你妈逼	nimabirz#序60000
日租包	rizubkkb#序60000
亚原子	yayrziav#序60000
十数名	uiuumyax#序60000
协作化	xxzohwur#序60000
取车时	quieuieo#序60000
听人讲	tyrfjdky#序60000
未结案	wzjxanab#序60000
档案科	dhankemh#序60000
直打鼓	vidaguuu#序60000
蕾丝花	lzsihwcc#序60000
角化层	jchwcgdu#序60000
通讯科	tsxpkezh#序60000
郊庙歌	jcmcgewa#序60000
魔界村	mojxcpgm#序60000
副总裁	fuzsclau#序60000
六个人	lqgerfwp#序60000
调高到	dcgkdkya#序60000
送给我	ssgzwozp#序60000
不光是	bugduiao#序60000
三个字	sjgeziab#序60000
请你们	qynimfyr#序60000
零点五	lydmwuya#序60000
不会做	buhvzoar#序60000
做不了	zobulcrv#序60000
看出来	kjiullua#序60000
江西省	jdxiugdu#序60000
想找个	xdvkgemr#序60000
我要做	woykzopr#序60000
买回来	mlhvllva#序60000
回学校	hvxtxckm#序60000
我有事	woybuipa#序60000
中学生	vsxtuglp#序60000
打长途	daihtufz#序60000
离婚了	lihplewv#序60000
会发现	hvfaxmrw#序60000
那一刻	nayikevw#序60000
打扰到	darkdkfa#序60000
挂电话	gwdmhwfy#序60000
特别小	tebxxcnl#序60000
军品店	jppndmbg#序60000
又回落	ybhvlovc#序60000
平板化	pybjhwar#序60000
忆往事	yiwhuixa#序60000
无戏言	wuxiyjaw#序60000
水码头	uvmatbld#序60000
角鲨烷	jcuawjdh#序60000
诺列加	nolxjwyl#序60000
谈判权	tjpjqrym#序60000
越低越	ytdiyttt#序60000
绝对是	jtdvuiso#序60000
偶像剧	ouxdjuru#序60000
很多种	hfdovsih#序60000
卸载了	xxzllepv#序60000
卸载了	xxzllewv#序60000
祝福你	vufunipr#序60000
当然有	dhrjybxu#序60000
爬山虎	paujhuvh#序60000
不想吃	buxdiiak#序60000
一百一	yiblyiaa#序60000
如果她	rugotann#序60000
比较低	bijcdibr#序60000
哪儿有	naerybku#序60000
不仅是	bujnuiao#序60000
碰到了	pgdkleuv#序60000
我平时	wopyuipo#序60000
甚至有	ufviybqu#序60000
保护膜	bkhumoro#序60000
三十秒	sjuimcah#序60000
林志玲	lnvilymw#序60000
没用了	mzysledv#序60000
一三六	yisjlqaw#序60000
时报讯	uibkxpoy#序60000
浏阳县	lqyhxmdq#序60000
环球报	hrqqbkwf#序60000
请重试	qyisuiyy#序60000
非国民	fzgomnlv#序60000
须晴日	xuqyripk#序60000
麻阳县	mayhxmgq#序60000
受到了	ubdklepv#序60000
您是否	nnuifbrb#序60000
大姨妈	dayimaun#序60000
重疾险	vsjixmpe#序60000
到这里	dkvelial#序60000
分数线	ffuuxmbs#序60000
老师们	lkuimflr#序60000
考完了	kkwjlelv#序60000
这一些	veyixxzv#序60000
知道该	vidkgluy#序60000
五个人	wugerfap#序60000
我也好	woyehkpn#序60000
辛晓琪	xnxcqilw#序60000
小心点	xcxndmll#序60000
西门子	ximfziav#序60000
到手机	dkubjiam#序60000
专业课	vryekeay#序60000
沃尔玛	woermadw#序60000
介绍了	jxuklerv#序60000
马克思	makesivt#序60000
第一名	diyimyvx#序60000
还真是	hlvfuizo#序60000
看小说	kjxcuouy#序60000
都包括	dbbkkolf#序60000
有孩子	ybhlziuv#序60000
要是说	ykuiuoxy#序60000
几间房	jijmfhph#序60000
梦巴黎	mgbalimh#序60000
第十页	diuiyeva#序60000
莲花台	lmhwtlcs#序60000
负整数	fuvguudm#序60000
赛里木	sllimubu#序60000
赛里木	sllimuba#序60000
只剩下	viugxwka#序60000
看了看	kjlekjuu#序60000
女明星	nvmyxyvo#序60000
去世了	quuiletv#序60000
今晚上	jnwjuhrl#序60000
还有谁	hlybuzzy#序60000
照顾你	vkgunior#序60000
从我们	cswomfrr#序60000
有钱人	ybqmrfup#序60000
真心话	vfxnhwuy#序60000
就包括	jqbkkowf#序60000
降低到	jddidkea#序60000
三百万	sjblwjaa#序60000
应该能	yyglnggs#序60000
还是用	hluiyszk#序60000
自治区	ziviqupk#序60000
无聊啊	wulcaaak#序60000
最好玩	zvhkwjow#序60000
通知书	tsviuuzv#序60000
锦标赛	jnbcsljb#序60000
玫瑰花	mzgvhwwc#序60000
试一试	uiyiuiyy#序60000
不会呀	buhvyaak#序60000
买年货	mlnmhovr#序60000
劲松桥	jyssqcvm#序60000
弦乐团	xmyttrgk#序60000
恢复器	hvfuqixk#序60000
炉霍县	luhoxmhq#序60000
轰轰轰	hshshsii#序60000
边写边	bmxxbmzz#序60000
能够在	nggbzlsu#序60000
一起走	yiqizbat#序60000
电话也	dmhwyelv#序60000
刚才在	ghclzlku#序60000
有影响	ybyyxduk#序60000
就是呀	jquiyawk#序60000
选一个	xryigezr#序60000
再一个	zlyigear#序60000
低一点	diyidmrl#序60000
以为你	yiwznivr#序60000
亚马逊	yamaxpaz#序60000
满文军	mjwfjpdb#序60000
电话本	dmhwbfla#序60000
就非常	jqfzihwx#序60000
去哪了	qunaletv#序60000
第一步	diyibuvv#序60000
去死吧	qusibatk#序60000
拨电话	bodmhwfy#序60000
听歌曲	tygequkl#序60000
高尔基	gkerjiwq#序60000
都应该	dbyyglly#序60000
之前你	viqmnidr#序60000
三五七	sjwuqiaa#序60000
产业链	ijyelmlj#序60000
在现场	zlxmihut#序60000
我去看	woqukjpu#序60000
那个家	nagejwvb#序60000
十一年	uiyinmap#序60000
你出来	niiullra#序60000
你居然	nijurjrp#序60000
有我们	ybwomfur#序60000
毕业证	biyevgby#序60000
新专辑	xnvrjili#序60000
好兄弟	hkxsdinb#序60000
过不去	gobuquzt#序60000
拿回来	nahvllra#序60000
就出去	jqiuquwt#序60000
纯音乐	ipynytsp#序60000
那个店	nagedmvg#序60000
一三三	yisjsjaa#序60000
怎么是	zfmeuivo#序60000
东方星	dsfhxyao#序60000
列表法	lxbcfadd#序60000
听没听	tymztykk#序60000
抄近道	ikjndkfz#序60000
有人传	ybrfirur#序60000
次年度	cinmdudg#序60000
火焰高	hoyjgkdw#序60000
确认人	qtrfrfup#序60000
紫砂杯	ziuabzvm#序60000
市场上	uiihuhwl#序60000
几乎是	jihuuipo#序60000
享受到	xdubdkwa#序60000
十几个	uijigear#序60000
得多少	dedoukix#序60000
就只是	jqviuiwo#序60000
你先说	nixmuory#序60000
是几月	uijiytok#序60000
决定了	jtdyledv#序60000
郑州市	vgvbuibw#序60000
就像是	jqxduiwo#序60000
屋子里	wuziliul#序60000
听得懂	tydedskx#序60000
干嘛啊	gjmaaaak#序60000
消失了	xcuiledv#序60000
又来了	yblllevv#序60000
去外地	quwlditt#序60000
内容是	nzrsuilo#序60000
帮助我	bhvuwofp#序60000
三百六	sjbllqaw#序60000
只有在	viybzlku#序60000
奖学金	jdxtjndr#序60000
我总是	wozsuipo#序60000
地方吗	difhmatk#序60000
下午好	xwwuhkan#序60000
买本书	mlbfuuvv#序60000
供给部	gsjiburl#序60000
做功德	zogsderi#序60000
印江县	ynjdxmpq#序60000
山慈菇	ujcigulc#序60000
弥漫型	mimjxygk#序60000
惠阳县	hvyhxmaq#序60000
成衣展	igyivjwu#序60000
更新人	ggxnrfap#序60000
本辞典	bfcidmal#序60000
标志杆	bcvigjmm#序60000
瓜蒌皮	gwlbpipv#序60000
真确性	vfqtxyux#序60000
移交人	yijcrfhp#序60000
见证书	jmvguukv#序60000
赛尔达	slerdabz#序60000
进取者	jnquvezl#序60000
离我们	liwomfwr#序60000
信不信	xnbuxnrr#序60000
两小时	ldxcuiao#序60000
因为要	ynwzykkx#序60000
一三九	yisjjqap#序60000
请注意	qyvuyiyl#序60000
再一次	zlyiciad#序60000
买房子	mlfhzivv#序60000
其中有	qivsybqu#序60000
干嘛了	gjmaleav#序60000
信乐团	xnyttrrk#序60000
给我吧	gzwobask#序60000
在电脑	zldmnkuo#序60000
考完试	kkwjuily#序60000
