---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wwirtmjxdb#序52000
周南留滞古所惜	vznjlqvigusoxikx#序52000
南极老人应寿昌	njjilcrfykuzihuo#序52000
南极老人应寿昌	njjilcrfykuzihur#序52000
美人胡为隔秋水	mwrfhuwwgeqquvdu#序52000
美人胡为隔秋水	mwrfhuwwgeqquvda#序52000
美人胡为隔秋水	mwrfhuwwgeqquvyu#序52000
美人胡为隔秋水	mwrfhuwwgeqquvya#序52000
焉得置之贡玉堂	yjdevivigsyuthvd#序52000
焉得置之贡玉堂	yjdevivigsyuthvt#序52000
焉得置之贡玉堂	yjdevivigsyuthvx#序52000
孔明庙前有老柏	ksmkmnqmyzlcbdzm#序52000
柯如青铜根如石	keruqktsgfruuima#序52000
柯如青铜根如石	keruqktsgfruuimh#序52000
柯如青铜根如石	keruqktsgfruuimk#序52000
柯如青铜根如石	keruqktsgfruuimp#序52000
霜皮溜雨四十围	ulpilqyusiuiwwyk#序52000
黛色参天二千尺	ddsecjtmerqmiiha#序52000
黛色参天二千尺	ddsecjtmerqmiihu#序52000
黛色参天二千尺	ddsecjtmerqmiihv#序52000
君臣已与时际会	jyifyiyuuijihvkr#序52000
树木犹为人爱惜	uumuyzwwrfaiximx#序52000
云来气接巫峡长	yyldqijpwuxxvhep#序52000
云来气接巫峡长	yyldqijpwuxxvhsp#序52000
月出寒通雪山白	ytiuhjtsxtujbdop#序52000
月出寒通雪山白	ytiuhjtsxtujbdyp#序52000
月出寒通雪山白	ytiuhjtsxtujbdpp#序52000
忆昨路绕锦亭东	yizolurcjbtkdsxa#序52000
忆昨路绕锦亭东	yizolurcjbtkdsxh#序52000
忆昨路绕锦亭东	yizolurcjbtkdsxq#序52000
先主武侯同閟宫	xmvuwuhztsbigseb#序52000
先主武侯同閟宫	xmvuwuhztsbigsnb#序52000
崔嵬枝干郊原古	cvwwvigjjnyrguuu#序52000
窈窕丹青户牖空	yctndjqkhuyzksbb#序52000
窈窕丹青户牖空	yctndjqkhuyzksbx#序52000
窈窕丹青户牖空	yctndjqkhuyzksxb#序52000
窈窕丹青户牖空	yctndjqkhuyzksxx#序52000
落落盘踞虽得地	lolopjjusvdedict#序52000
冥冥孤高多烈风	mkmkgugcdolpfgbj#序52000
扶持自是神明力	fuiiziuiufmklifg#序52000
扶持自是神明力	fuiiziuiufmklitg#序52000
正直原因造化功	vgviyrybzchxgsag#序52000
正直原因造化功	vgviyrybzchxgsal#序52000
正直原因造化功	vgviyrybzchxgshg#序52000
正直原因造化功	vgviyrybzchxgshl#序52000
大厦如倾要梁栋	dauaruqkyclldsam#序52000
大厦如倾要梁栋	dauaruqkyclldshm#序52000
万年回首丘山重	wjnmhvuzqqujvsap#序52000
万年回首丘山重	wjnmhvuzqqujvshp#序52000
不露文章世已惊	buluwfvhuiyijkax#序52000
不露文章世已惊	buluwfvhuiyijkhx#序52000
未辞剪伐谁能送	wwcijmfauvngssaz#序52000
未辞剪伐谁能送	wwcijmfauvngssez#序52000
未辞剪伐谁能送	wwcijmfauvngsshz#序52000
苦心岂免容蝼蚁	kuxbqimmrslzyici#序52000
香叶终经宿鸾凤	xlyevsjksulrfghj#序52000
志士幽人草怨嗟	viuiyzrfccyrjpuk#序52000
志士幽人草怨嗟	viuiyzrfccyrjpxk#序52000
古来材大难为用	guldcddanjwwysuk#序52000
昔有佳人公孙氏	xiyzjxrfgssyuicp#序52000
昔有佳人公孙氏	xiyzjxrfgssyuiop#序52000
昔有佳人公孙氏	xiyzjxrfgssyuirp#序52000
一舞剑器动四方	yiwujmqidssifhad#序52000
一舞剑器动四方	yiwujmqidssifhaw#序52000
一舞剑器动四方	yiwujmqidssifhhd#序52000
一舞剑器动四方	yiwujmqidssifhhw#序52000
观者如山色沮丧	grveruujsejushjt#序52000
观者如山色沮丧	grveruujsejushju#序52000
观者如山色沮丧	grveruujsejushjy#序52000
观者如山色沮丧	grveruujsejushyt#序52000
观者如山色沮丧	grveruujsejushyu#序52000
观者如山色沮丧	grveruujsejushyy#序52000
天地为之久低昂	tmdiwwvijqdiahao#序52000
天地为之久低昂	tmdiwwvijqdiahar#序52000
天地为之久低昂	tmdiwwvijqdiahho#序52000
天地为之久低昂	tmdiwwvijqdiahhr#序52000
霍如羿射九日落	horuyiuejqriloyc#序52000
矫如群帝骖龙翔	jnruqydicjlsxluy#序52000
来如雷霆收震怒	ldrulwtkuzvfnuax#序52000
来如雷霆收震怒	ldrulwtkuzvfnuhx#序52000
来如雷霆收震怒	ldrulwtkuzvfnuwx#序52000
罢如江海凝清光	barujlhdnkqkglse#序52000
罢如江海凝清光	barujlhdnkqkglsx#序52000
绛唇珠袖两寂寞	jliyvuxqlljimosb#序52000
晚有弟子传芬芳	wjyzdiziirfffhoc#序52000
晚有弟子传芬芳	wjyzdiziirfffhrc#序52000
临颍美人在白帝	lbykmwrfzdbddiad#序52000
临颍美人在白帝	lbykmwrfzdbddiaj#序52000
临颍美人在白帝	lbykmwrfzdbddial#序52000
临颍美人在白帝	lbykmwrfzdbddiaw#序52000
临颍美人在白帝	lbykmwrfzdbddidd#序52000
临颍美人在白帝	lbykmwrfzdbddidj#序52000
临颍美人在白帝	lbykmwrfzdbddidl#序52000
临颍美人在白帝	lbykmwrfzdbddidw#序52000
临颍美人在白帝	lbykmwrfzdbddiud#序52000
临颍美人在白帝	lbykmwrfzdbddiuj#序52000
临颍美人在白帝	lbykmwrfzdbddiul#序52000
临颍美人在白帝	lbykmwrfzdbddiuw#序52000
妙舞此曲神扬扬	mnwuciquufyhyhnf#序52000
妙舞此曲神扬扬	mnwuciquufyhyhnt#序52000
与余问答既有以	yuyuwfdajiyzyiar#序52000
与余问答既有以	yuyuwfdajiyzyihr#序52000
感时抚事增惋伤	gjuifuuizgwjuhxr#序52000
先帝侍女八千人	xmdiuinvbaqmrfep#序52000
先帝侍女八千人	xmdiuinvbaqmrfnp#序52000
公孙剑器初第一	gssyjmqiiudiyiba#序52000
公孙剑器初第一	gssyjmqiiudiyibh#序52000
公孙剑器初第一	gssyjmqiiudiyisa#序52000
公孙剑器初第一	gssyjmqiiudiyish#序52000
五十年间似反掌	wuuinmjmuifjvhad#序52000
五十年间似反掌	wuuinmjmuifjvhau#序52000
五十年间似反掌	wuuinmjmuifjvhax#序52000
五十年间似反掌	wuuinmjmuifjvhhd#序52000
五十年间似反掌	wuuinmjmuifjvhhu#序52000
五十年间似反掌	wuuinmjmuifjvhhx#序52000
风尘鸿洞昏王室	fgifhsdshywhuijb#序52000
梨园子弟散如烟	liyrzidisjruyjmh#序52000
女乐余姿映寒日	nvleyuziykhjriao#序52000
女乐余姿映寒日	nvleyuziykhjriar#序52000
女乐余姿映寒日	nvleyuziykhjriaa#序52000
女乐余姿映寒日	nvleyuziykhjriau#序52000
女乐余姿映寒日	nvleyuziykhjrivo#序52000
女乐余姿映寒日	nvleyuziykhjrivr#序52000
女乐余姿映寒日	nvleyuziykhjriva#序52000
女乐余姿映寒日	nvleyuziykhjrivu#序52000
金粟堆前木已拱	jbsudvqmmuyigspf#序52000
金粟堆前木已拱	jbsudvqmmuyigspt#序52000
金粟堆前木已拱	jbsudvqmmuyigsrf#序52000
金粟堆前木已拱	jbsudvqmmuyigsrt#序52000
瞿塘石城草萧瑟	quthuiigccxnsemw#序52000
瞿塘石城草萧瑟	quthuiigccxnseow#序52000
瞿塘石城草萧瑟	quthuiigccxnsevw#序52000
玳筵急管曲复终	ddyjjigrqufuvsws#序52000
乐极哀来月东出	lejiaildytdsiupc#序52000
乐极哀来月东出	lejiaildytdsiupu#序52000
老夫不知其所往	lcfubuviqisowhbr#序52000
老夫不知其所往	lcfubuviqisowhbx#序52000
老夫不知其所往	lcfubuviqisowhlr#序52000
老夫不知其所往	lcfubuviqisowhlx#序52000
足茧荒山转愁疾	zujmhlujvrizjikb#序52000
诸子环洞庭而坐	vuzihrdstkerzoyr#序52000
诸子环洞庭而坐	vuzihrdstkerzoyt#序52000
山石荦确行径微	ujuiloqtxkjkwwar#序52000
山石荦确行径微	ujuiloqtxkjkwwax#序52000
山石荦确行径微	ujuiloqtxkjkwwur#序52000
山石荦确行径微	ujuiloqtxkjkwwux#序52000
黄昏到寺蝙蝠飞	hlhydcsibmfufway#序52000
黄昏到寺蝙蝠飞	hlhydcsibmfufwcy#序52000
黄昏到寺蝙蝠飞	hlhydcsibmfufwhy#序52000
升堂坐阶新雨足	ugthzojpxbyuzupk#序52000
芭蕉叶大栀子肥	bajnyedavizifwco#序52000
芭蕉叶大栀子肥	bajnyedavizifwcy#序52000
僧言古壁佛画好	sgyjgubifuhxhcrn#序52000
以火来照所见稀	yiholdvcsojmxirh#序52000
铺床拂席置羹饭	puilfuxiviggfjju#序52000
疏粝亦足饱我饥	uuliyizubcwojiau#序52000
疏粝亦足饱我饥	uuliyizubcwojipu#序52000
疏粝亦足饱我饥	uuliyizubcwojivu#序52000
夜深静卧百虫绝	yeufjkwobdisjtds#序52000
夜深静卧百虫绝	yeufjkwobdisjtws#序52000
清月出岭光入扉	qkytiulkglrufwdh#序52000
天明独去无道路	tmmkduquwudcluaz#序52000
天明独去无道路	tmmkduquwudcluhz#序52000
出入高下穷烟霏	iurugcxxqsyjfwcy#序52000
出入高下穷烟霏	iurugcxxqsyjfwuy#序52000
山红涧碧纷烂漫	ujhsjmbiffljmjad#序52000
山红涧碧纷烂漫	ujhsjmbiffljmjud#序52000
时见松枥皆十围	uijmsslijpuiwwok#序52000
时见松枥皆十围	uijmsslijpuiwwrk#序52000
当流赤足踏涧石	dhlqiizutajmuixa#序52000
当流赤足踏涧石	dhlqiizutajmuixh#序52000
当流赤足踏涧石	dhlqiizutajmuixk#序52000
当流赤足踏涧石	dhlqiizutajmuixp#序52000
水声激激风吹衣	uvugjijifgivyiud#序52000
水声激激风吹衣	uvugjijifgivyiad#序52000
人生如此自可乐	rfugrucizikelepp#序52000
岂必局束为人靰	qibijuuuwwrfwuug#序52000
嗟哉吾党二三子	jpzdwudhersjzika#序52000
嗟哉吾党二三子	jpzdwudhersjzikv#序52000
安得至老不更归	andevilcbugggvba#序52000
安得至老不更归	andevilcbugggvbd#序52000
安得至老不更归	andevilcbugggvbu#序52000
纤云四卷天无河	xmyysijrtmwuhesd#序52000
清风吹空月舒波	qkfgivksytuubodd#序52000
沙平水息声影绝	uapkuvxiugykjtds#序52000
一杯相属君当歌	yibwxluujydhgeaq#序52000
一杯相属君当歌	yibwxluujydhgehq#序52000
君歌声酸辞且苦	jygeugsrciqpkukc#序52000
不能听终泪如雨	bungtkvslwruyuaa#序52000
不能听终泪如雨	bungtkvslwruyuah#序52000
不能听终泪如雨	bungtkvslwruyuha#序52000
不能听终泪如雨	bungtkvslwruyuhh#序52000
洞庭连天九疑高	dstklmtmjqyigcdd#序52000
洞庭连天九疑高	dstklmtmjqyigcdw#序52000
蛟龙出没猩鼯号	jnlsiumoxkwuhcik#序52000
十生九死到官所	uiugjqsidcgrsoah#序52000
十生九死到官所	uiugjqsidcgrsoaj#序52000
十生九死到官所	uiugjqsidcgrsohh#序52000
十生九死到官所	uiugjqsidcgrsohj#序52000
幽居默默如藏逃	yzjumomoruchtcuz#序52000
下床畏蛇食畏药	xxilwwueuiwwycac#序52000
下床畏蛇食畏药	xxilwwueuiwwychc#序52000
海气湿蛰熏腥臊	hdqiuivexyxkscdo#序52000
海气湿蛰熏腥臊	hdqiuivexyxkscdy#序52000
昨者州前捶大鼓	zovevzqmivdaguou#序52000
昨者州前捶大鼓	zovevzqmivdaguov#序52000
昨者州前捶大鼓	zovevzqmivdaguru#序52000
昨者州前捶大鼓	zovevzqmivdagurv#序52000
嗣皇继圣登夔皋	sihljiugdgkvgckb#序52000
嗣皇继圣登夔皋	sihljiugdgkvgcsb#序52000
赦书一日行万里	ueuuyirixkwjliia#序52000
赦书一日行万里	ueuuyirixkwjliit#序52000
赦书一日行万里	ueuuyirixkwjliiu#序52000
赦书一日行万里	ueuuyirixkwjliwa#序52000
赦书一日行万里	ueuuyirixkwjliwt#序52000
赦书一日行万里	ueuuyirixkwjliwu#序52000
罪从大辟皆除死	zvcsdapijpiusisd#序52000
迁者追回流者还	qmvevvhvlqvehdzz#序52000
涤瑕荡垢清朝班	dixxdhgzqkicbjdd#序52000
涤瑕荡垢清朝班	dixxdhgzqkicbjdw#序52000
州家申名使家抑	vzjxufmkuijxyidf#序52000
州家申名使家抑	vzjxufmkuijxyidt#序52000
州家申名使家抑	vzjxufmkuijxyiif#序52000
州家申名使家抑	vzjxufmkuijxyiit#序52000
坎轲只得移荆蛮	kjkevideyijkmjti#序52000
坎轲只得移荆蛮	kjkevideyijkmjty#序52000
判司卑官不堪说	pjsibwgrbukjuody#序52000
未免捶楚尘埃间	wwmmiviuifaijmam#序52000
未免捶楚尘埃间	wwmmiviuifaijmao#序52000
未免捶楚尘埃间	wwmmiviuifaijmar#序52000
未免捶楚尘埃间	wwmmiviuifaijmem#序52000
未免捶楚尘埃间	wwmmiviuifaijmeo#序52000
未免捶楚尘埃间	wwmmiviuifaijmer#序52000
未免捶楚尘埃间	wwmmiviuifaijmhm#序52000
未免捶楚尘埃间	wwmmiviuifaijmho#序52000
未免捶楚尘埃间	wwmmiviuifaijmhr#序52000
同时辈流多上道	tsuibwlqdouhdckz#序52000
天路幽险难追攀	tmluyzxmnjvvpjam#序52000
天路幽险难追攀	tmluyzxmnjvvpjau#序52000
天路幽险难追攀	tmluyzxmnjvvpjhm#序52000
天路幽险难追攀	tmluyzxmnjvvpjhu#序52000
君歌且休听我歌	jygeqpxqtkwogekq#序52000
我歌今与君殊科	wogejbyujyuukeph#序52000
一年明月今宵多	yinmmkytjbxndoax#序52000
一年明月今宵多	yinmmkytjbxndohx#序52000
人生由命非由他	rfugyzmkfwyztapr#序52000
有酒不饮奈明何	yzjqbuybndmkheor#序52000
有酒不饮奈明何	yzjqbuybndmkheur#序52000
有酒不饮奈明何	yzjqbuybndmkheyr#序52000
五岳祭秩皆三公	wuytjivijpsjgsab#序52000
五岳祭秩皆三公	wuytjivijpsjgsas#序52000
五岳祭秩皆三公	wuytjivijpsjgshb#序52000
五岳祭秩皆三公	wuytjivijpsjgshs#序52000
四方环镇嵩当中	sifhhrvfssdhvsaa#序52000
四方环镇嵩当中	sifhhrvfssdhvsak#序52000
四方环镇嵩当中	sifhhrvfssdhvsau#序52000
四方环镇嵩当中	sifhhrvfssdhvska#序52000
四方环镇嵩当中	sifhhrvfssdhvskk#序52000
四方环镇嵩当中	sifhhrvfssdhvsku#序52000
四方环镇嵩当中	sifhhrvfssdhvsua#序52000
四方环镇嵩当中	sifhhrvfssdhvsuk#序52000
四方环镇嵩当中	sifhhrvfssdhvsuu#序52000
火维地荒足妖怪	howwdihlzuycgkdx#序52000
天假神柄专其雄	tmjxufbkvrqixsav#序52000
天假神柄专其雄	tmjxufbkvrqixshv#序52000
喷云泄雾藏半腹	pfyyxpwuchbjfuko#序52000
喷云泄雾藏半腹	pfyyxpwuchbjfuky#序52000
虽有绝顶谁能穷	svyzjtdkuvngqskb#序52000
虽有绝顶谁能穷	svyzjtdkuvngqskx#序52000
我来正逢秋雨节	woldvgfgqqyujppc#序52000
阴气晦味无清风	ybqihvwwwuqkfgej#序52000
潜心默祷若有应	qmxbmodcroyzykdg#序52000
岂非正直能感通	qifwvgvinggjtsuz#序52000
须臾静扫众峰出	xuyujkscvsfgiupc#序52000
须臾静扫众峰出	xuyujkscvsfgiupu#序52000
须臾静扫众峰出	xuyujkscvsfgiuyc#序52000
须臾静扫众峰出	xuyujkscvsfgiuyu#序52000
仰见突兀撑青空	yhjmtuwuigqkksrb#序52000
仰见突兀撑青空	yhjmtuwuigqkksrx#序52000
紫盖连延接天柱	zigdlmyjjptmvusm#序52000
石廪腾掷堆祝融	uilbtgvidvvursai#序52000
石廪腾掷堆祝融	uilbtgvidvvurshi#序52000
石廪腾掷堆祝融	uilbtgvidvvurski#序52000
石廪腾掷堆祝融	uilbtgvidvvurspi#序52000
森然魄动下马拜	sfrjpodsxxmabdmp#序52000
森然魄动下马拜	sfrjpodsxxmabdmu#序52000
松柏一径趋灵宫	ssbdyijkqulkgsmb#序52000
粉墙丹柱动光彩	ffqldjvudsglcdmp#序52000
鬼物图画填青红	gvwutuhxtmqkhsps#序52000
升阶伛偻荐脯酒	ugjpyulvjmpujqpd#序52000
欲以菲薄明其衷	yuyifwbomkqivsgw#序52000
欲以菲薄明其衷	yuyifwbomkqivsgy#序52000
欲以菲薄明其衷	yuyifwbomkqivsqw#序52000
欲以菲薄明其衷	yuyifwbomkqivsqy#序52000
庙内老人识神意	mnnwlcrfuiufyigl#序52000
庙内老人识神意	mnnwlcrfuiufyigx#序52000
睢盱侦伺能鞠躬	svxuvfcingjugsmu#序52000
睢盱侦伺能鞠躬	svxuvfcingjugsou#序52000
手持杯蛟导我掷	uziibwjndcwoviuf#序52000
手持杯蛟导我掷	uziibwjndcwoviut#序52000
手持杯蛟导我掷	uziibwjndcwovipf#序52000
手持杯蛟导我掷	uziibwjndcwovipt#序52000
云此最吉余难同	yycizvjiyunjtsek#序52000
云此最吉余难同	yycizvjiyunjtssk#序52000
窜逐蛮荒幸不死	crvumjhlxkbusibd#序52000
窜逐蛮荒幸不死	crvumjhlxkbusixd#序52000
衣食才足甘长终	yiuicdzugjvhvsds#序52000
侯王将相望久绝	hzwhjlxlwhjqjtrs#序52000
神纵欲福难为功	ufzsyufunjwwgsug#序52000
神纵欲福难为功	ufzsyufunjwwgsul#序52000
夜投佛寺上高阁	yetzfosiuhgcgedm#序52000
夜投佛寺上高阁	yetzfosiuhgcgewm#序52000
星月掩映云曈昽	xkytyjykyytslsoo#序52000
星月掩映云曈昽	xkytyjykyytslsor#序52000
星月掩映云曈昽	xkytyjykyytslsro#序52000
星月掩映云曈昽	xkytyjykyytslsrr#序52000
猿鸣钟动不知曙	yrmkvsdsbuviuuqo#序52000
猿鸣钟动不知曙	yrmkvsdsbuviuuqr#序52000
杲杲寒日生于东	gcgchjriugyudsoa#序52000
杲杲寒日生于东	gcgchjriugyudsoh#序52000
杲杲寒日生于东	gcgchjriugyudsoq#序52000
杲杲寒日生于东	gcgchjriugyudsra#序52000
杲杲寒日生于东	gcgchjriugyudsrh#序52000
杲杲寒日生于东	gcgchjriugyudsrq#序52000
张生手持石鼓文	vhuguziiuiguwfgd#序52000
劝我试作石鼓歌	qrwouizouigugelq#序52000
劝我试作石鼓歌	qrwouizouigugeyq#序52000
少陵无人谪仙死	uclkwurfvexmsixd#序52000
才薄将奈石鼓何	cdbcjlnduiguhear#序52000
才薄将奈石鼓何	cdbcjlnduiguhehr#序52000
周纲凌迟四海沸	vzghlkiisihdfwkd#序52000
宣王愤起挥天戈	xrwhffqihvtmgeba#序52000
宣王愤起挥天戈	xrwhffqihvtmgebh#序52000
大开明堂受朝贺	dakdmkthuzicheab#序52000
大开明堂受朝贺	dakdmkthuzichehb#序52000
诸侯剑佩鸣相磨	vuhzjmpwmkxlmoym#序52000
诸侯剑佩鸣相磨	vuhzjmpwmkxlmoyu#序52000
搜于岐阳骋雄俊	szyuqiyhigxsjyfr#序52000
搜于岐阳骋雄俊	szyuqiyhigxsjytr#序52000
万里禽兽皆遮罗	wjliqbuzjpveloas#序52000
万里禽兽皆遮罗	wjliqbuzjpvelohs#序52000
镌功勒成告万世	jrgslwiggcwjuija#序52000
镌功勒成告万世	jrgslwiggcwjuijc#序52000
镌功勒成告万世	jrgslwiggcwjuijh#序52000
凿石作鼓隳嵯峨	zcuizoguhvcoeeyu#序52000
从臣才艺咸第一	csifcdyixmdiyira#序52000
从臣才艺咸第一	csifcdyixmdiyirh#序52000
拣选撰刻留山阿	jmxrvrkelqujaafe#序52000
拣选撰刻留山阿	jmxrvrkelqujaate#序52000
雨淋日炙野火燎	yulbriviyeholnah#序52000
雨淋日炙野火燎	yulbriviyeholnhh#序52000
鬼物守护烦撝呵	gvwuuzhufjhvhepk#序52000
公从何处得纸本	gscsheiudevibfba#序52000
公从何处得纸本	gscsheiudevibfbh#序52000
公从何处得纸本	gscsheiudevibfbm#序52000
公从何处得纸本	gscsheiudevibfsa#序52000
公从何处得纸本	gscsheiudevibfsh#序52000
公从何处得纸本	gscsheiudevibfsm#序52000
毫发尽备无差讹	hcfajbbwwuiaeedy#序52000
毫发尽备无差讹	hcfajbbwwuiaeemy#序52000
毫发尽备无差讹	hcfajbbwwuiaeewy#序52000
辞严义密读难晓	ciyjyimidunjxnuo#序52000
辞严义密读难晓	ciyjyimidunjxnur#序52000
辞严义密读难晓	ciyjyimidunjxnxo#序52000
辞严义密读难晓	ciyjyimidunjxnxr#序52000
字体不类隶与蝌	zitibulwliyukebi#序52000
年深岂免有缺画	nmufqimmyzqthxpa#序52000
年深岂免有缺画	nmufqimmyzqthxph#序52000
年深岂免有缺画	nmufqimmyzqthxra#序52000
年深岂免有缺画	nmufqimmyzqthxrh#序52000
快剑砍断生蛟鼍	kkjmkjdrugjntoxk#序52000
快剑砍断生蛟鼍	kkjmkjdrugjntoxm#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxna#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxnh#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxwa#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxwh#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxya#序52000
鸾翔凤翥众仙下	lrxlfgvuvsxmxxyh#序52000
珊瑚碧树交枝柯	ujhubiuujnvikewm#序52000
金绳铁索锁钮壮	jbugtpsosonqvlpj#序52000
金绳铁索锁钮壮	jbugtpsosonqvlpp#序52000
金绳铁索锁钮壮	jbugtpsosonqvlpu#序52000
金绳铁索锁钮壮	jbugtpsosonqvlrj#序52000
金绳铁索锁钮壮	jbugtpsosonqvlrp#序52000
金绳铁索锁钮壮	jbugtpsosonqvlru#序52000
古鼎跃水龙腾梭	gudkytuvlstgsoum#序52000
陋儒编诗不收入	lzrubmuibuuzruep#序52000
二雅褊迫无委蛇	eryabmpowuwwyiai#序52000
二雅褊迫无委蛇	eryabmpowuwwyihi#序52000
孔子西行不到秦	kszixixkbudcqbzf#序52000
孔子西行不到秦	kszixixkbudcqbzh#序52000
掎摭星宿遗羲娥	jivixkxqyixieefn#序52000
掎摭星宿遗羲娥	jivixkxqyixieetn#序52000
嗟余好古生苦晚	jpyuhcguugkuwjko#序52000
嗟余好古生苦晚	jpyuhcguugkuwjkr#序52000
对此涕泪双滂沱	dvcitilwulphtocd#序52000
对此涕泪双滂沱	dvcitilwulphtoyd#序52000
忆昔初蒙博士征	yixiiumgbouivgxr#序52000
忆昔初蒙博士征	yixiiumgbouivgxx#序52000
其年始改称元和	qinmuigdigyrheah#序52000
其年始改称元和	qinmuigdigyrhebh#序52000
其年始改称元和	qinmuigdigyrhehh#序52000
古人从军在右辅	gurfcsjyzdyzfuui#序52000
为我度量掘臼科	wwwodulljtjqkedh#序52000
濯冠沐浴告祭酒	vogrmuyugcjijqdd#序52000
如此至宝存岂多	rucivibccyqidonx#序52000
毡包席裹可立致	vjbcxigokelivimw#序52000
十鼓只载数骆驼	uiguvizduulotoam#序52000
十鼓只载数骆驼	uiguvizduulotohm#序52000
荐诸太庙比郜鼎	jmvutdmnbigcdkcm#序52000
荐诸太庙比郜鼎	jmvutdmnbigcdkco#序52000
光价岂止百倍过	gljxqivibdbwgoez#序52000
光价岂止百倍过	gljxqivibdbwgoxz#序52000
圣恩若许留太学	ugenroxulqtdxttd#序52000
圣恩若许留太学	ugenroxulqtdxttz#序52000
圣恩若许留太学	ugenroxulqtdxtyd#序52000
圣恩若许留太学	ugenroxulqtdxtyz#序52000
诸生讲解得切磋	vuugjljpdeqpcoyu#序52000
观经鸿都尚填咽	grjkhsdzuhtmyjjk#序52000
观经鸿都尚填咽	grjkhsdzuhtmyjyk#序52000
坐见举国来奔波	zojmjugoldbfbord#序52000
坐见举国来奔波	zojmjugoldbfbotd#序52000
剜苔剔藓露节角	wjtdtixmlujpjndd#序52000
安置妥帖平不颇	anvitotppkbupoby#序52000
大厦深檐与覆盖	dauaufyjyufugdam#序52000
大厦深檐与覆盖	dauaufyjyufugday#序52000
大厦深檐与覆盖	dauaufyjyufugdhm#序52000
大厦深檐与覆盖	dauaufyjyufugdhy#序52000
经历久远期无陀	jklijqyrqiwutose#序52000
中朝大官老于事	vsicdagrlcyuuiaa#序52000
中朝大官老于事	vsicdagrlcyuuiah#序52000
中朝大官老于事	vsicdagrlcyuuika#序52000
中朝大官老于事	vsicdagrlcyuuikh#序52000
中朝大官老于事	vsicdagrlcyuuiua#序52000
中朝大官老于事	vsicdagrlcyuuiuh#序52000
讵肯感激徒媕婀	jukfgjjituaneeyn#序52000
牧童敲火牛砺角	mutsqnhonqlijnnd#序52000
谁复著手为摩挲	uvfuvuuzwwmasayu#序52000
日销月铄就埋没	rixnytuojqmdmood#序52000
日销月铄就埋没	rixnytuojqmdmord#序52000
日销月铄就埋没	rixnytuojqmdmoad#序52000
日销月铄就埋没	rixnytuojqmdmoud#序52000
六年西顾空吟哦	lqnmxiguksybeedk#序52000
六年西顾空吟哦	lqnmxiguksybeewk#序52000
羲之俗书趁姿媚	xivisuuuifzimwyn#序52000
数纸尚可博白鹅	uuviuhkebobdeewn#序52000
继周八代争战罢	jivzbaddvgvjbass#序52000
无人收拾理则那	wurfuzuilizenaae#序52000
无人收拾理则那	wurfuzuilizenaee#序52000
无人收拾理则那	wurfuzuilizenahe#序52000
方今太平日无事	fhjbtdpkriwuuida#序52000
方今太平日无事	fhjbtdpkriwuuidh#序52000
方今太平日无事	fhjbtdpkriwuuiwa#序52000
方今太平日无事	fhjbtdpkriwuuiwh#序52000
柄任儒术崇丘轲	bkrfruuuisqqkemi#序52000
安能以此上论列	anngyiciuhlylpbd#序52000
愿借辩口如悬河	yrjpbmkzruxrhexd#序52000
石鼓之歌止于此	uiguvigeviyuciav#序52000
石鼓之歌止于此	uiguvigeviyucihv#序52000
石鼓之歌止于此	uiguvigeviyucikv#序52000
石鼓之歌止于此	uiguvigeviyucipv#序52000
呜呼吾意其蹉跎	wuhuwuyiqicotokz#序52000
渔翁夜傍西岩宿	yuwgyebhxiyjsudb#序52000
晓汲清湘燃楚竹	xnjiqkxlrjiuvuop#序52000
晓汲清湘燃楚竹	xnjiqkxlrjiuvuov#序52000
晓汲清湘燃楚竹	xnjiqkxlrjiuvurp#序52000
晓汲清湘燃楚竹	xnjiqkxlrjiuvurv#序52000
烟销日出不见人	yjxnriiubujmrfhp#序52000
欸乃一声山水绿	aindyiugujuvlvqs#序52000
回看天际下中流	hvkjtmjixxvslqkd#序52000
岩上无心云相逐	yjuhwuxbyyxlvuuz#序52000
汉皇重色思倾国	hjhlvssesiqkgodk#序52000
御宇多年求不得	yuyudonmqqbuderr#序52000
御宇多年求不得	yuyudonmqqbuderx#序52000
御宇多年求不得	yuyudonmqqbudexr#序52000
御宇多年求不得	yuyudonmqqbudexx#序52000
杨家有女初长成	yhjxyznviuvhigmg#序52000
杨家有女初长成	yhjxyznviuvhigmw#序52000
养在深闺人未识	yhzdufgvrfwwuiyy#序52000
天生丽质难自弃	tmuglivinjziqiac#序52000
天生丽质难自弃	tmuglivinjziqiad#序52000
天生丽质难自弃	tmuglivinjziqiaw#序52000
天生丽质难自弃	tmuglivinjziqihc#序52000
天生丽质难自弃	tmuglivinjziqihd#序52000
天生丽质难自弃	tmuglivinjziqihw#序52000
一朝选在君王侧	yivcxrzdjywhcear#序52000
一朝选在君王侧	yivcxrzdjywhcehr#序52000
六宫粉黛无颜色	lqgsffddwuyjsedd#序52000
六宫粉黛无颜色	lqgsffddwuyjsewd#序52000
