---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiyr#序60000
我常常	woihihpj#序60000
我常常	woihihpx#序60000
仔细想	zixixxrx#序60000
好很多	hchfdonx#序60000
才能在	cdngzdat#序60000
才能在	cdngzdau#序60000
八百米	babdmipd#序60000
工作者	gszoveal#序60000
新世界	xluijpqt#序60000
一步步	yibubuav#序60000
通讯社	tsxyuezt#序60000
通讯社	tsxyuezu#序60000
冒险岛	mcxmdcrp#序60000
一场雪	yiihxtay#序60000
核电站	hedmvjml#序60000
吃水果	iiuvgokl#序60000
吃水果	iiuvgokt#序60000
幸福感	xkfugjtx#序60000
双眼皮	uxyjpiya#序60000
双眼皮	uxyjpiyv#序60000
双眼皮	uxyjpiyy#序60000
我又要	woybycpx#序60000
刚吃完	ghiiwjdb#序60000
第二期	dierqivq#序60000
长颈鹿	ihjklupg#序60000
长颈鹿	ihjklupl#序60000
差不了	iabuleya#序60000
差不了	iabuleyv#序60000
开发票	kdfapnax#序60000
私底下	sidixwha#序60000
好可怜	hckelmnx#序60000
迷路了	miluleza#序60000
迷路了	milulezv#序60000
我要让	woycrhpy#序60000
要死了	ycsilexa#序60000
要死了	ycsilexv#序60000
在老家	zdlcjwtb#序60000
在老家	zdlcjwub#序60000
登不上	dgbuuhdl#序60000
我会在	wohvzdpt#序60000
我会在	wohvzdpu#序60000
四五千	siwuqmap#序60000
四五千	siwuqmkp#序60000
四五千	siwuqmup#序60000
不给力	bugzliag#序60000
启动卷	qidsjrhe#序60000
启动卷	qidsjrhj#序60000
启动卷	qidsjrke#序60000
启动卷	qidsjrkj#序60000
命令状	mklkvxrj#序60000
命令状	mklkvxrp#序60000
命令状	mklkvxrq#序60000
商务业	uhwuyedl#序60000
商务业	uhwuyell#序60000
商务业	uhwuyewl#序60000
多屏卡	dopkkaxb#序60000
多屏卡	dopkkaxu#序60000
审判法	ufpjfabd#序60000
建设师	jmueuizl#序60000
待输入	dduuruip#序60000
望京桥	whjkqnwm#序60000
标准轨	bnvygvmi#序60000
沙河桥	uaheqndm#序60000
煤炭厅	mztjtkhi#序60000
物资站	wuzivjnl#序60000
猫眼草	mcyjccqc#序60000
白天学	bdtmxtpd#序60000
白天学	bdtmxtpz#序60000
纸盒厂	viheihsa#序60000
非农用	fznsyslk#序60000
是一款	uiyikrrq#序60000
现代人	xmddrfwp#序60000
一夜情	yiyeqkax#序60000
旅游局	lvybjufu#序60000
没有变	mzybbmdw#序60000
没有变	mzybbmdy#序60000
暴风雨	bcfgyura#序60000
很久没	hfjqmzid#序60000
还年轻	hdnmqkzi#序60000
按理说	anliuofy#序60000
按理说	anliuoty#序60000
尼罗河	niloheud#序60000
大作战	dazovjav#序60000
大作战	dazovjhv#序60000
武夷山	wuyiujal#序60000
北大街	bzdajpli#序60000
飞过来	fzgoldya#序60000
这点儿	vedmerzp#序60000
黄鹤楼	hxhelbam#序60000
人身险	rfufxmpe#序60000
谁告诉	uzgcsuyy#序60000
数据包	uujubclb#序60000
不聪明	bucsmkar#序60000
都过了	dbgoleva#序60000
都过了	dbgolevv#序60000
就通过	jqtsgoyz#序60000
四五百	siwubdaa#序60000
四五百	siwubdka#序60000
四五百	siwubdua#序60000
万美金	wjmzjlap#序60000
万美金	wjmzjlar#序60000
看看书	kjkjuuoa#序60000
看看书	kjkjuuov#序60000
看看书	kjkjuuua#序60000
看看书	kjkjuuuv#序60000
国内外	gonzwdkx#序60000
上世纪	uhuijils#序60000
据说是	juuouifr#序60000
据说是	juuouitr#序60000
搞清楚	gcqkiufm#序60000
搞清楚	gcqkiufp#序60000
搞清楚	gcqkiutm#序60000
搞清楚	gcqkiutp#序60000
薰衣草	xyyicccc#序60000
老太婆	lctdpoln#序60000
放风筝	fhfgvgfv#序60000
放风筝	fhfgvgwv#序60000
站出来	vjiuldla#序60000
好了吧	hclebank#序60000
白血病	bdxtbkpb#序60000
在南方	zdnjfhtd#序60000
在南方	zdnjfhtw#序60000
在南方	zdnjfhud#序60000
在南方	zdnjfhuw#序60000
肾结石	ufjpuila#序60000
日不落	ribulooc#序60000
日不落	ribulorc#序60000
日不落	ribuloac#序60000
日不落	ribulouc#序60000
我姓王	woxkwhpa#序60000
有感情	ybgjqkox#序60000
有感情	ybgjqkux#序60000
有感情	ybgjqkyx#序60000
竟然还	jkrjhdlz#序60000
岁数大	svuudaua#序60000
岁数大	svuudauh#序60000
位置是	wzviuirr#序60000
一百位	yibdwzar#序60000
现阶段	xmjpdrwd#序60000
现阶段	xmjpdrwp#序60000
现阶段	xmjpdrwu#序60000
阿波罗	aaboloes#序60000
爽肤水	uxfuuvdl#序60000
被老师	bzlcuiyl#序60000
就做了	jqzoleya#序60000
就做了	jqzoleyv#序60000
主人是	vurfuidr#序60000
黄鼠狼	hxuulhaq#序60000
腊八粥	labavbyg#序60000
腊八粥	labavbym#序60000
通行证	tsxkvgzy#序60000
会计师	kkjiuirl#序60000
工地上	gsdiuhal#序60000
会计证	kkjivgry#序60000
艳阳天	yjyhtmfa#序60000
散散心	sjsjxlwd#序60000
非常难	fzihnjly#序60000
搞错了	gccolefa#序60000
搞错了	gccolefv#序60000
搞错了	gccoleta#序60000
搞错了	gccoletv#序60000
人说话	rfuohwpy#序60000
推出来	tviuldfa#序60000
推出来	tviuldta#序60000
用百度	ysbddukg#序60000
最强大	zvqxdara#序60000
最强大	zvqxdarh#序60000
做游戏	zoybxiry#序60000
自驾游	zijwybpd#序60000
承担了	igdjleaa#序60000
承担了	igdjleav#序60000
承担了	igdjleva#序60000
承担了	igdjlevv#序60000
吴莫愁	wumoibkx#序60000
已完成	yiwjigag#序60000
已完成	yiwjigaw#序60000
已完成	yiwjigvg#序60000
已完成	yiwjigvw#序60000
不到位	budcwzar#序60000
我要求	woycqqpa#序60000
使用过	uiysgorz#序60000
有一份	ybyiffor#序60000
有一份	ybyiffur#序60000
有一份	ybyiffyr#序60000
不错吧	bucobaak#序60000
东直门	dsvimfad#序60000
东直门	dsvimfqd#序60000
踢足球	tizuqqzw#序60000
男同学	njtsxttd#序60000
男同学	njtsxttz#序60000
好累啊	hclzaank#序60000
小蝌蚪	xnkedbli#序60000
笨死了	bfsileva#序60000
笨死了	bfsilevv#序60000
和平区	hepkquhk#序60000
四百万	sibdwjaa#序60000
四百万	sibdwjka#序60000
四百万	sibdwjua#序60000
额头上	eetbuhkl#序60000
好了没	hclemznd#序60000
很有钱	hfybqmij#序60000
就好比	jqhcbiyb#序60000
进入我	jlruwozp#序60000
有声音	ybugylol#序60000
有声音	ybugylul#序60000
有声音	ybugylyl#序60000
怎么卖	zfmemdxu#序60000
摘下来	vdxwldfa#序60000
摘下来	vdxwldta#序60000
那阵儿	navferep#序60000
承认了	igrfleaa#序60000
承认了	igrfleav#序60000
承认了	igrfleva#序60000
承认了	igrflevv#序60000
我在听	wozdtkpk#序60000
恢复到	hvfudcxv#序60000
被誉为	bzyuwzyd#序60000
情况也	qkkxyexg#序60000
助学金	vuxtjlqp#序60000
助学金	vuxtjlqr#序60000
去完成	quwjigtg#序60000
去完成	quwjigtw#序60000
就有多	jqybdoyx#序60000
不放假	bufhjwar#序60000
看守所	kjubsooh#序60000
看守所	kjubsooj#序60000
看守所	kjubsouh#序60000
看守所	kjubsouj#序60000
鄙视你	biuinier#序60000
笨小孩	bfxnhdvz#序60000
跟父母	gffumuza#序60000
跟父母	gffumuzv#序60000
刚看到	ghkjdcdv#序60000
柜台上	gvtduhml#序60000
回来后	hvldhbkp#序60000
九分钟	jqffvspj#序60000
拍下来	pdxwldfa#序60000
拍下来	pdxwldta#序60000
伤心啊	uhxlaark#序60000
要孩子	ychdzixa#序60000
要孩子	ychdzixv#序60000
易建联	yijmlmre#序60000
有一座	ybyizoog#序60000
有一座	ybyizoug#序60000
有一座	ybyizoyg#序60000
在说话	zduohwty#序60000
在说话	zduohwuy#序60000
真是好	vfuihcun#序60000
但这些	djvexpre#序60000
好事儿	hcuiernp#序60000
名优品	mkybplxk#序60000
团体法	trtifakd#序60000
宗教部	zsjnbubl#序60000
宣城县	xrigxmbq#序60000
寒冷期	hjlgqibq#序60000
开孔器	kdksqiak#序60000
开孔器	kdksqiaq#序60000
托带轮	toddlyfi#序60000
托带轮	toddlyti#序60000
捞世界	lcuijpft#序60000
捞世界	lcuijptt#序60000
断食法	druifajd#序60000
普陀县	putoxmbq#序60000
松岭区	sslkqumk#序60000
氨基胍	anjigwqy#序60000
沐阳县	muyhxmdq#序60000
清冷渊	qklgyrdd#序60000
源功率	yrgslvdd#序60000
源功率	yrgslvdw#序60000
煮沸法	vufzfald#序60000
茄子河	qpzihecd#序60000
谢通门	xptsmfyd#序60000
负重轮	fuvslydi#序60000
边搅边	bmjnbmzz#序60000
运输法	yyuufazd#序60000
遗产部	yiijbuzl#序60000
郑州局	vgvbjugu#序60000
银矿石	ylkxuija#序60000
集运站	jiyyvjml#序60000
集运站	jiyyvjvl#序60000
鞘磷脂	qnllvigy#序60000
飞云楼	fzyylbym#序60000
黄蜂毒	hxfgduaf#序60000
下一页	xwyiyeaa#序60000
数据库	uujukulg#序60000
阿根廷	aagftkez#序60000
财政局	cdvgjubu#序60000
理论上	lilyuhwl#序60000
后才能	hbcdngps#序60000
这对于	vedvyuza#序60000
居委会	juwzhvur#序60000
但同时	djtsuirr#序60000
下降了	xwjxleaa#序60000
下降了	xwjxleav#序60000
在青岛	zdqkdctp#序60000
在青岛	zdqkdcup#序60000
安眠药	anmmycbc#序60000
只针对	vivfdvkc#序60000
只针对	vivfdvky#序60000
明信片	mkxlpmrp#序60000
睫毛膏	jpmcgcmd#序60000
睫毛膏	jpmcgcmo#序60000
睫毛膏	jpmcgcmw#序60000
睫毛膏	jpmcgcmy#序60000
这到底	vedcdizg#序60000
有多好	ybdohcon#序60000
有多好	ybdohcun#序60000
有多好	ybdohcyn#序60000
电瓶车	dmpkiela#序60000
不在意	buzdyiay#序60000
潘长江	pjihjxdd#序60000
德国人	degorfip#序60000
太阳系	tdyhxidp#序60000
广元市	gxyruidd#序60000
广元市	gxyruidw#序60000
讲清楚	jxqkiuym#序60000
讲清楚	jxqkiuyp#序60000
不能喝	bungheak#序60000
对她说	dvtauocy#序60000
对她说	dvtauoyy#序60000
很可怕	hfkepaix#序60000
九色鹿	jqselupg#序60000
九色鹿	jqselupl#序60000
送到了	ssdcleza#序60000
送到了	ssdclezv#序60000
我要学	woycxtpd#序60000
我要学	woycxtpz#序60000
又怎样	ybzfyhvm#序60000
看了你	kjlenior#序60000
看了你	kjleniur#序60000
经常用	jkihyssk#序60000
有一万	ybyiwjoa#序60000
有一万	ybyiwjua#序60000
有一万	ybyiwjya#序60000
三十种	sjuivsah#序60000
技术上	jiuuuhfl#序60000
技术上	jiuuuhtl#序60000
乌克兰	wukeljpb#序60000
条件是	tnjmuiwr#序60000
有希望	ybxiwhow#序60000
有希望	ybxiwhuw#序60000
有希望	ybxiwhyw#序60000
本质上	bfviuhml#序60000
也不过	yebugogz#序60000
快餐店	kkcjdmxg#序60000
全国房	qrgofhrh#序60000
被警方	bzjkfhyd#序60000
被警方	bzjkfhyw#序60000
九八年	jqbanmpp#序60000
九八年	jqbanmpr#序60000
一边说	yibmuoay#序60000
哪里找	nalivckf#序60000
哪里找	nalivckt#序60000
电饭煲	dmfjbclh#序60000
有人要	ybrfycox#序60000
有人要	ybrfycux#序60000
有人要	ybrfycyx#序60000
九七年	jqqinmpp#序60000
九七年	jqqinmpr#序60000
就去找	jqquvcyf#序60000
就去找	jqquvcyt#序60000
就剩下	jqugxwya#序60000
穿裙子	irqyzixa#序60000
穿裙子	irqyzixv#序60000
请吃饭	qkiifjyu#序60000
好孤单	hcgudjnb#序60000
车架号	iejwhcak#序60000
化合物	hwhewurn#序60000
选择性	xrzexkzx#序60000
雨花石	yuhwuiaa#序60000
一条条	yitntnaw#序60000
多了解	dolnjpxj#序60000
马斯克	masikeae#序60000
马斯克	masikeau#序60000
马斯克	masikeve#序60000
马斯克	masikevu#序60000
你骗我	nipmworp#序60000
欺负人	qifurfqp#序60000
让我再	rhwozdya#序60000
停止了	tkvilera#序60000
停止了	tkvilerv#序60000
我爱他	woaitapr#序60000
我花了	wohwlepa#序60000
我花了	wohwlepv#序60000
要求他	ycqqtaxr#序60000
一个群	yigeqyay#序60000
人活着	rfhovepy#序60000
哎哟喂	aiyowzkk#序60000
你的歌	nidegerg#序60000
近距离	jljulizd#序60000
近距离	jljulizw#序60000
还应该	hdykgdzy#序60000
顺口溜	uykblqyd#序60000
公园里	gsyrlibl#序60000
屠龙记	tulsjiuy#序60000
菠萝蜜	bolomicb#序60000
独角戏	dujnxiqy#序60000
教育金	jnyujlxp#序60000
教育金	jnyujlxr#序60000
华盛顿	hwugdyuy#序60000
任我行	rfwoxkri#序60000
美食城	mzuiigdt#序60000
美食城	mzuiigyt#序60000
哪知道	navidckz#序60000
过分了	goffleza#序60000
过分了	gofflezv#序60000
简单说	jmdjuovy#序60000
女人都	nvrfdbav#序60000
女人都	nvrfdbvv#序60000
四五天	siwutmaa#序60000
四五天	siwutmka#序60000
四五天	siwutmua#序60000
他和他	tahetarr#序60000
有重大	ybvsdaoa#序60000
有重大	ybvsdaoh#序60000
有重大	ybvsdaua#序60000
有重大	ybvsdauh#序60000
有重大	ybvsdaya#序60000
有重大	ybvsdayh#序60000
在被窝	zdbzwotx#序60000
在被窝	zdbzwoux#序60000
在努力	zdnulitg#序60000
在努力	zdnuliug#序60000
也让我	yerhwogp#序60000
一下张	yixwvhag#序60000
和发展	hefavjhu#序60000
制定了	vidklepa#序60000
制定了	vidklepv#序60000
生命力	ugmkling#序60000
毕业于	biyeyuba#序60000
在重庆	zdisqktg#序60000
在重庆	zdisqkug#序60000
转发给	vrfagzis#序60000
劳动局	lcdsjucu#序60000
劳动局	lcdsjulu#序60000
盐城市	yjiguitd#序60000
盐城市	yjiguitw#序60000
徐若瑄	xuroxrrw#序60000
徐若瑄	xuroxriw#序60000
是一对	uiyidvrc#序60000
是一对	uiyidvry#序60000
四件套	sijmtcad#序60000
四件套	sijmtckd#序60000
四件套	sijmtcud#序60000
洁面乳	jpmmrudf#序60000
洁面乳	jpmmrudg#序60000
复活节	fuhojppc#序60000
复活节	fuhojprc#序60000
复活节	fuhojpwc#序60000
吃过饭	iigofjku#序60000
送手机	ssubjizm#序60000
你要找	niycvcrf#序60000
你要找	niycvcrt#序60000
六百元	lqbdyrda#序60000
六百元	lqbdyrde#序60000
六百元	lqbdyrdh#序60000
六百元	lqbdyrwa#序60000
六百元	lqbdyrwe#序60000
六百元	lqbdyrwh#序60000
夏洛特	xwlotean#序60000
一边看	yibmkjao#序60000
一边看	yibmkjau#序60000
保时捷	bcuijprf#序60000
保时捷	bcuijprt#序60000
本地人	bfdirfmp#序60000
本人对	bfrfdvmc#序60000
本人对	bfrfdvmy#序60000
不如你	buruniar#序60000
肩膀上	jmbhuhhl#序60000
肩膀上	jmbhuhol#序60000
肩膀上	jmbhuhyl#序60000
就能把	jqngbayf#序60000
就能把	jqngbayt#序60000
上班呀	uhbjyalk#序60000
一公斤	yigsjlap#序60000
正好有	vghcybao#序60000
正好有	vghcybau#序60000
正好有	vghcybay#序60000
最好用	zvhcysrk#序60000
就多了	jqdoleya#序60000
就多了	jqdoleyv#序60000
添加剂	tmjwjidd#序60000
能使用	nguiyssk#序60000
大奖赛	dajxsdab#序60000
大奖赛	dajxsdhb#序60000
甚至不	ufvibuqa#序60000
被这个	bzvegeyp#序60000
被这个	bzvegeyr#序60000
婚纱照	hyuavcnv#序60000
农家乐	nsjwlebp#序60000
农家乐	nsjwlenp#序60000
是分开	uiffkdra#序60000
每一步	mzyibupv#序60000
每一步	mzyiburv#序60000
三里屯	sjlityaa#序60000
合作社	hezouert#序60000
合作社	hezoueru#序60000
贾静雯	jwjkwfxy#序60000
一阵风	yivffgaj#序60000
当然会	dhrjhvxr#序60000
马伊琍	mayiliaw#序60000
马伊琍	mayilivw#序60000
谁让我	uzrhwoyp#序60000
这个场	vegeihzt#序60000
着急了	vcjileya#序60000
着急了	vcjileyv#序60000
这一带	veyiddzj#序60000
回答了	hvdaleka#序60000
回答了	hvdalekv#序60000
半左右	bjzoybbk#序60000
半左右	bjzoybbu#序60000
伏特计	futejiry#序60000
准确数	vyqtuudl#序60000
北海亭	bzhdtkld#序60000
北海亭	bzhdtklw#序60000
启东县	qidsxmhq#序60000
启东县	qidsxmkq#序60000
外患者	wdhrvexl#序60000
小千金	xnqmjllp#序60000
小千金	xnqmjllr#序60000
展演团	vjyjtruk#序60000
收藏迷	ubchmijz#序60000
收藏迷	ubchmiwz#序60000
氨基化	anjihwqr#序60000
流通力	lqtslidg#序60000
游击式	ybjiuidg#序60000
游击式	ybjiuidy#序60000
灯塔县	dgtaxmhq#序60000
牵涉痛	qmuetsdb#序60000
牵涉痛	qmuetsnb#序60000
白嫩嫩	bdnfnfpn#序60000
瞻仰者	vjyhveml#序60000
研修费	yjxqfzuf#序60000
结合态	jphetdsx#序60000
臭水塘	ibuvthzt#序60000
规划论	gvhwlyfy#序60000
规划论	gvhwlyjy#序60000
轮训队	lyxydvie#序60000
采掘机	cdjtjimm#序60000
采掘机	cdjtjivm#序60000
钾肥厂	jwfzihja#序60000
阿土仔	aatuzder#序60000
降价榜	jxjwbhem#序60000
革吉县	gejixmaq#序60000
革吉县	gejixmcq#序60000
革吉县	gejixmnq#序60000
香加皮	xxjwpiha#序60000
香加皮	xxjwpihv#序60000
香加皮	xxjwpihy#序60000
现实中	xmuivswl#序60000
先生说	xmuguoey#序60000
先生说	xmuguony#序60000
讲述了	jxuuleya#序60000
讲述了	jxuuleyv#序60000
不甘心	bugjxlad#序60000
打呼噜	dahulufk#序60000
打呼噜	dahulutk#序60000
想不通	xxbutsxz#序60000
想告诉	xxgcsuxy#序60000
团结湖	trjphukd#序60000
流出来	lqiuldda#序60000
用起来	ysqildka#序60000
受了伤	ubleuhvr#序60000
受了伤	ubleuhyr#序60000
一棵树	yikeuuam#序60000
腾格尔	tggeeryd#序60000
腾格尔	tggeeryx#序60000
十四年	uisinmap#序60000
十四年	uisinmar#序60000
似乎是	sihuuirr#序60000
半年多	bjnmdobx#序60000
还没好	hdmzhczn#序60000
需要他	xuyctayr#序60000
在哪些	zdnaxpte#序60000
在哪些	zdnaxpue#序60000
这些个	vexpgezp#序60000
这些个	vexpgezr#序60000
很多是	hfdouiir#序60000
一般大	yibjdaaa#序60000
一般大	yibjdaah#序60000
偏向于	pmxxyura#序60000
不论是	bulyuiar#序60000
忽略了	hultlexa#序60000
忽略了	hultlexv#序60000
做任何	zorfherr#序60000
您最近	nlzvjlxz#序60000
依然在	yirjzdrt#序60000
依然在	yirjzdru#序60000
老天爷	lctmyelf#序60000
连一个	lmyigezp#序60000
连一个	lmyigezr#序60000
拿不到	nabudcuv#序60000
今天和	jltmherh#序60000
能认识	ngrfuisy#序60000
那一边	nayibmez#序60000
几毛钱	jimcqmpj#序60000
嫁人了	jwrflena#序60000
嫁人了	jwrflenv#序60000
新衣服	xlyifuqy#序60000
块钱了	kkqmleta#序60000
块钱了	kkqmletv#序60000
及其他	jiqitanr#序60000
及其他	jiqitapr#序60000
外地人	wddirfxp#序60000
南阳市	njyhuiud#序60000
南阳市	njyhuiuw#序60000
总医院	zsyiyrbe#序60000
还没呢	hdmznezk#序60000
去旅行	qulvxkti#序60000
做得好	zodehcrn#序60000
看看看	kjkjkjoo#序60000
看看看	kjkjkjou#序60000
看看看	kjkjkjuo#序60000
看看看	kjkjkjuu#序60000
她们是	tamfuinr#序60000
也都有	yedbybgo#序60000
也都有	yedbybgu#序60000
也都有	yedbybgy#序60000
再往上	zdwhuhal#序60000
八六请	balqqkpy#序60000
老来福	lcldfulu#序60000
时候了	uihblera#序60000
时候了	uihblerv#序60000
主要以	vuycyidv#序60000
向他们	xxtamfpr#序60000
好学生	hcxtugnn#序60000
在三个	zdsjgetp#序60000
在三个	zdsjgetr#序60000
在三个	zdsjgeup#序60000
在三个	zdsjgeur#序60000
一只手	yiviubap#序60000
不文明	buwfmkar#序60000
艺术馆	yiuugrcu#序60000
猕猴桃	mihbtcqm#序60000
自己人	zijirfpp#序60000
兴奋剂	xkffjibd#序60000
兴奋剂	xkffjidd#序60000
盖房子	gdfhzima#序60000
盖房子	gdfhzimv#序60000
盖房子	gdfhziya#序60000
盖房子	gdfhziyv#序60000
看医生	kjyiugon#序60000
看医生	kjyiugun#序60000
一秒钟	yimnvsaj#序60000
有东西	ybdsxioa#序60000
有东西	ybdsxiua#序60000
有东西	ybdsxiya#序60000
梅兰芳	mzljfhmc#序60000
不是问	buuiwfak#序60000
不是问	buuiwfam#序60000
工资卡	gszikaab#序60000
工资卡	gszikaau#序60000
加多少	jwdouclx#序60000
五千万	wuqmwjaa#序60000
也许会	yexuhvgr#序60000
北方人	bzfhrflp#序60000
从早上	cszcuhrl#序60000
还问我	hdwfwozp#序60000
上不上	uhbuuhll#序60000
自驾车	zijwiepa#序60000
再没有	zdmzybao#序60000
再没有	zdmzybau#序60000
再没有	zdmzybay#序60000
不仅有	bujlybao#序60000
不仅有	bujlybau#序60000
不仅有	bujlybay#序60000
所以给	soyigzhs#序60000
所以给	soyigzjs#序60000
想听你	xxtknixr#序60000
一一零	yiyilkay#序60000
八十点	bauidmpv#序60000
二二零	ererlkay#序60000
宋冬野	ssdsyebl#序60000
一万二	yiwjeraa#序60000
在国际	zdgojite#序60000
在国际	zdgojiue#序60000
中发现	vsfaxmlw#序60000
可直接	kevijpdf#序60000
可直接	kevijpdt#序60000
半年内	bjnmnzba#序60000
也因为	yeylwzgd#序60000
可不能	kebungds#序60000
对得起	dvdeqicz#序60000
对得起	dvdeqiyz#序60000
做这件	zovejmrr#序60000
牧羊人	muyhrfnp#序60000
这世界	veuijpzt#序60000
假如是	jwruuirr#序60000
心太软	xltdrrdi#序60000
是一首	uiyiubrb#序60000
代办点	ddbjdmrv#序60000
速度快	sudukkzx#序60000
算你狠	srnihfvq#序60000
甄子丹	vfzidjwp#序60000
都不到	dbbudcvv#序60000
邻居家	lljujweb#序60000
女人吗	nvrfmaak#序60000
女人吗	nvrfmavk#序60000
能上网	nguhwhsk#序60000
匹诺曹	pinoccka#序60000
玩这个	wjvegewp#序60000
玩这个	wjvegewr#序60000
又是谁	ybuiuzvy#序60000
学到了	xtdcleda#序60000
学到了	xtdcledv#序60000
学到了	xtdcleza#序60000
学到了	xtdclezv#序60000
包含有	bchjybbo#序60000
包含有	bchjybbu#序60000
包含有	bchjybby#序60000
多功能	dogsngxs#序60000
学生们	xtugmfdr#序60000
学生们	xtugmfzr#序60000
代言人	ddyjrfrp#序60000
一生中	yiugvsal#序60000
资格证	zigevgcy#序60000
百分比	bdffbiab#序60000
他终于	tavsyura#序60000
面包车	mmbcieaa#序60000
小吃店	xniidmlg#序60000
座位上	zowzuhgl#序60000
才会赢	cdhvykab#序60000
才会赢	cdhvykaw#序60000
北京二	bzjkerla#序60000
苏有朋	suybpgcy#序60000
几天了	jitmlepa#序60000
几天了	jitmlepv#序60000
关门了	grmfleba#序60000
关门了	grmflebv#序60000
只看到	vikjdckv#序60000
第九期	dijqqivq#序60000
就到期	jqdcqiyq#序60000
很有名	hfybmkix#序60000
那个行	nagexkei#序60000
七里香	qilixxah#序60000
傻孩子	uahdzira#序60000
傻孩子	uahdzirv#序60000
他常常	taihihrd#序60000
他常常	taihihrj#序60000
他常常	taihihrx#序60000
我好饿	wohceepu#序60000
兴工街	xkgsjpbi#序60000
兴工街	xkgsjpdi#序60000
想我没	xxwomzxd#序60000
在晚上	zdwjuhtl#序60000
在晚上	zdwjuhul#序60000
发表了	fabnleaa#序60000
发表了	fabnleav#序60000
发表了	fabnlefa#序60000
发表了	fabnlefv#序60000
发表了	fabnleva#序60000
发表了	fabnlevv#序60000
发表了	fabnleya#序60000
发表了	fabnleyv#序60000
收衣服	ubyifujy#序60000
收衣服	ubyifuwy#序60000
优衣库	ybyikurg#序60000
井号键	jkhcjmaj#序60000
专卖法	vrmdfaad#序60000
休伦湖	xqlyhurd#序60000
使喜欢	uixihrry#序60000
回首道	hvubdckz#序60000
尔德节	erdejpdc#序60000
尔德节	erdejpxc#序60000
当过官	dhgogrxb#序60000
总主任	zsvurfbr#序60000
文艺局	wfyijudu#序60000
检索法	jmsofamd#序60000
消防厅	xnfhtkdi#序60000
焊线机	hjxmjihm#序60000
煤球厂	mzqqihha#序60000
真鲜艳	vfxmyjuf#序60000
硬中断	ykvsdruj#序60000
磷酸原	llsryrui#序60000
续随子	xusvzisa#序60000
续随子	xusvzisv#序60000
超清纯	icqkiyzs#序60000
金笔厂	jlbiihpa#序60000
金笔厂	jlbiihra#序60000
链延伸	lmyjufjr#序60000
非学院	fzxtyrle#序60000
有的还	ybdehdoz#序60000
有的还	ybdehduz#序60000
有的还	ybdehdyz#序60000
新一代	xlyiddqr#序60000
事业部	uiyebual#序60000
发出了	faiuleaa#序60000
发出了	faiuleav#序60000
发出了	faiulefa#序60000
发出了	faiulefv#序60000
发出了	faiuleva#序60000
发出了	faiulevv#序60000
发出了	faiuleya#序60000
发出了	faiuleyv#序60000
有固定	ybgudkob#序60000
有固定	ybgudkub#序60000
有固定	ybgudkyb#序60000
华尔街	hwerjpui#序60000
套房子	tcfhzida#序60000
套房子	tcfhzidv#序60000
格尔木	geermuma#序60000
格尔木	geermumh#序60000
还要做	hdyczozr#序60000
实力派	uilipdbd#序60000
继续往	jixuwhsi#序60000
树枝上	uuviuhml#序60000
一八八	yibabaap#序60000
房山区	fhujquhk#序60000
就等着	jqdgveyy#序60000
七十年	qiuinmap#序60000
七十年	qiuinmar#序60000
小龙女	xnlsnvla#序60000
小龙女	xnlsnvlv#序60000
桃花运	tchwyymz#序60000
不够好	bugbhcan#序60000
不要买	buycmdaa#序60000
不要买	buycmdav#序60000
参加这	cjjwvesz#序60000
很好奇	hfhcqiid#序60000
那儿有	naerybeo#序60000
那儿有	naerybeu#序60000
那儿有	naerybey#序60000
十五六	uiwulqad#序60000
十五六	uiwulqaw#序60000
天黑了	tmhzleaa#序60000
天黑了	tmhzleav#序60000
我来给	woldgzps#序60000
演讲稿	yjjxgcdh#序60000
在之前	zdviqmtb#序60000
在之前	zdviqmub#序60000
有啥用	ybuaysok#序60000
有啥用	ybuaysuk#序60000
有啥用	ybuaysyk#序60000
梅威瑟	mzwzsemw#序60000
纳税人	nauvrfsp#序60000
化学品	hwxtplrk#序60000
两年多	lxnmdoax#序60000
在高速	zdgcsutz#序60000
在高速	zdgcsuuz#序60000
可能吗	kengmadk#序60000
分理处	ffliiubw#序60000
吃起来	iiqildka#序60000
照相馆	vcxxgrvu#序60000
吃顿饭	iidyfjku#序60000
西宁市	xinkuiad#序60000
西宁市	xinkuiaw#序60000
我是人	wouirfpp#序60000
社保卡	uebckatb#序60000
社保卡	uebckatu#序60000
社保卡	uebckaub#序60000
社保卡	uebckauu#序60000
第三种	disjvsvh#序60000
谁愿意	uzyryiyy#序60000
无意中	wuyivsal#序60000
礼拜三	libdsjua#序60000
病床上	bkixuhbl#序60000
把整个	bavggefp#序60000
把整个	bavggefr#序60000
把整个	bavggetp#序60000
把整个	bavggetr#序60000
差多少	iadoucyx#序60000
除了他	iuletaer#序60000
很平静	hfpkjkiq#序60000
想到你	xxdcnixr#序60000
这张图	vevhtuzk#序60000
哪个人	nzgerfkp#序60000
就那天	jqnatmya#序60000
分布在	ffbuzdbt#序60000
分布在	ffbuzdbu#序60000
自己走	zijizbpt#序60000
一百遍	yibdbmaz#序60000
穿的是	irdeuixr#序60000
扬州市	yhvbuifd#序60000
扬州市	yhvbuifw#序60000
扬州市	yhvbuitd#序60000
扬州市	yhvbuitw#序60000
半导体	bjdctibr#序60000
